Município,Evento,Status,População,Mortos,Feridos,Enfermos,Desabrigados,Desalojados,Desaparecidos,Outros Afetados,Registro
Nova Roma do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3347,0,0,0,0,0,0,3466,02/05/2024
Nova Santa Rita,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,22706,0,0,50,1500,8000,0,0,14/05/2024
Nova Santa Rita, Inundações,Reconhecido,22706,0,0,50,1100,250,0,0,02/05/2024
Novo Barreiro,Tempestade Local/Convectiva - Chuvas Intensas,Registro,3978,0,0,0,0,0,0,0,07/05/2024
Novo Barreiro,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3978,0,0,0,0,48,0,4224,07/05/2024
Novo Cabrais,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3855,0,0,0,10,50,0,0,03/05/2024
Novo Hamburgo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,239051,0,0,0,3981,10000,0,7000,02/05/2024
Novo Machado,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3927,0,0,0,0,0,0,3198,07/05/2024
Novo Tiradentes,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2277,0,0,0,0,7,0,2139,03/05/2024
Novo Tiradentes,Tempestade Local/Convectiva - Vendaval,Reconhecido,2277,0,0,0,0,0,0,2146,04/01/2024
Novo Xingu,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1757,0,0,0,0,50,0,1596,03/05/2024
Osório,Alagamentos,Não reconhecido,40941,0,0,0,0,10,0,0,22/05/2024
Paim Filho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4243,0,0,0,0,0,0,3629,04/05/2024
Palmares do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10971,0,0,0,0,150,0,0,06/05/2024
Palmeira das Missões,Tempestade Local/Convectiva - Vendaval,Registro,34335,0,0,0,0,0,0,700,27/09/2024
Palmeira das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,34335,0,0,0,0,0,0,34335,04/05/2024
Palmitinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6920,0,0,0,10,54,0,7775,03/05/2024
Panambi,Tempestade Local/Convectiva - Granizo,Reconhecido,38068,0,0,0,0,0,0,1040,09/10/2024
Panambi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,38068,36064,0,0,0,4,0,0,03/05/2024
Panambi,Tempestade Local/Convectiva - Vendaval,Reconhecido,38068,0,0,0,0,0,0,3000,26/03/2024
Panambi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,38068,0,0,0,0,0,0,15000,23/01/2024
Pantano Grande,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,9895,1,0,0,80,2550,0,2770,02/05/2024
Paraí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6812,0,0,0,0,0,0,6812,05/05/2024
Paraíso do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7336,0,0,0,0,0,0,6519,03/05/2024
Paraíso do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Registro,7336,0,0,0,0,0,0,6519,22/01/2024
Pareci Novo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3511,0,0,0,503,626,0,0,05/05/2024
Parobé,Tempestade Local/Convectiva - Chuvas Intensas,Registro,51481,0,0,0,60,150,0,0,18/06/2024
Parobé,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,51481,0,0,500,598,6000,0,0,08/05/2024
Parobé,Tempestade Local/Convectiva - Vendaval,Registro,51481,0,0,0,0,0,0,0,17/01/2024
Passa Sete,Tempestade Local/Convectiva - Chuvas Intensas,Registro,5159,0,0,0,0,0,0,150,21/06/2024
Passa Sete,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5159,0,0,0,0,1000,0,3982,04/05/2024
Passa Sete,Tempestade Local/Convectiva - Chuvas Intensas,Registro,5159,0,0,0,0,0,0,3982,24/04/2024
Passa Sete,Tempestade Local/Convectiva - Vendaval,Registro,5159,0,0,0,0,0,0,3982,21/03/2024
Passa Sete,Tempestade Local/Convectiva - Chuvas Intensas,Registro,5159,0,0,0,0,0,0,3982,21/02/2024
Passa Sete,Tempestade Local/Convectiva - Vendaval,Reconhecido,5159,0,0,0,0,3,0,3979,18/01/2024
Passo do Sobrado,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6011,0,0,0,34,50,0,2800,03/05/2024
Passo Fundo,Tempestade Local/Convectiva - Granizo,Registro,184869,0,0,0,0,0,0,2280,11/10/2024
Passo Fundo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,184869,0,0,0,0,468,0,0,05/06/2024
Paulo Bento,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2196,0,0,0,0,6,0,2190,06/05/2024
Paverama,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8047,2,0,0,0,95,0,5000,30/04/2024
Pedras Altas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2218,0,0,0,0,0,0,2061,07/05/2024
Pedro Osório, Inundações,Reconhecido,7817,0,0,0,0,0,0,0,08/05/2024
Pejuçara,Tempestade Local/Convectiva - Granizo,Registro,3973,0,0,0,0,0,0,53,04/10/2024
Pejuçara,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3973,0,0,0,0,0,0,3745,23/05/2024
Pejuçara,Tempestade Local/Convectiva - Chuvas Intensas,Registro,3973,0,0,0,0,0,0,3745,07/05/2024
Pejuçara,Tempestade Local/Convectiva - Vendaval,Registro,3973,0,0,0,0,0,0,3000,26/03/2024
Pelotas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,327778,0,0,0,44,0,0,0,02/10/2024
Pelotas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,327778,0,0,0,740,720,0,104000,18/05/2024
Pelotas,Tempestade Local/Convectiva - Vendaval,Registro,327778,0,0,0,0,12,0,0,26/03/2024
Picada Café,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5182,0,0,0,13,16,0,5322,06/05/2024
Pinhal,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2515,0,0,0,150,0,0,2809,05/05/2024
Pinhal,Tempestade Local/Convectiva - Vendaval,Reconhecido,2515,0,0,0,0,40,0,2475,03/01/2024
Pinhal Grande,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4471,1,0,0,26,43,1,4400,01/05/2024
Pinhal Grande,Tempestade Local/Convectiva - Chuvas Intensas,Registro,4471,0,0,0,0,0,0,4471,27/02/2024
Pinheirinho do Vale,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4503,0,0,0,0,20,0,4503,07/05/2024
Pinheiro Machado,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,12787,0,0,0,0,0,0,11214,01/10/2024
Pinheiro Machado,Tempestade Local/Convectiva - Granizo,Registro,12787,0,0,0,0,0,0,108,23/09/2024
Pinheiro Machado,Tempestade Local/Convectiva - Chuvas Intensas,Registro,12787,0,0,0,0,0,0,11214,20/08/2024
Pinheiro Machado,Tempestade Local/Convectiva - Chuvas Intensas,Registro,12787,0,0,0,0,0,0,11214,19/06/2024
Pinheiro Machado,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,12787,0,0,0,0,0,0,11214,03/05/2024
Pinto Bandeira,Enxurradas,Registro,0,0,0,0,15,110,0,0,04/05/2024
Pinto Bandeira,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,100,0,200,14/05/2024
Pirapó,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2757,0,0,0,0,0,0,1200,11/05/2024
Piratini,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,19831,0,0,0,0,2,0,19829,27/09/2024
Piratini,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,19831,0,0,0,0,0,0,19831,06/05/2024
Piratini,Tempestade Local/Convectiva - Vendaval,Reconhecido,19831,0,1,0,0,3,0,19381,25/03/2024
Planalto,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10524,0,0,0,0,0,0,10524,04/05/2024
Poço das Antas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2017,0,0,0,0,61,1,1955,07/05/2024
Poço das Antas,Tempestade Local/Convectiva - Vendaval,Reconhecido,2017,0,0,0,0,10,0,490,24/01/2024
Pontão,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3857,0,0,0,0,5,0,0,07/05/2024
Ponte Preta,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,1750,0,0,0,0,0,0,0,31/12/2024
Ponte Preta,Tempestade Local/Convectiva - Vendaval,Registro,1750,0,0,0,0,0,0,0,24/10/2024
Ponte Preta,13212 - Tempestade Local/Convectiva - Tempestade de Raios,Registro,1750,0,0,0,0,0,0,0,10/05/2024
Ponte Preta,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1750,0,0,0,0,167,0,1408,03/05/2024
Ponte Preta,Enxurradas,Registro,1750,0,0,0,0,0,0,0,02/05/2024
Ponte Preta,Tempestade Local/Convectiva - Granizo,Registro,1750,0,0,0,0,0,0,0,31/01/2024
Ponte Preta,Tempestade Local/Convectiva - Vendaval,Registro,1750,0,0,0,0,0,0,0,29/01/2024
Ponte Preta,Tempestade Local/Convectiva - Vendaval,Registro,1750,0,0,0,0,0,0,0,02/01/2024
Portão, Inundações,Reconhecido,30881,0,0,0,22,70,0,100,02/05/2024
Porto Alegre,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,1409939,0,0,0,0,0,0,0,25/12/2024
Porto Alegre,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1409939,0,50,50,83,10000,0,0,06/05/2024
Porto Alegre,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1409939,0,0,0,0,10000,0,1399000,19/01/2024
Porto Lucena,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5421,0,0,0,2,33,0,4325,06/05/2024
Porto Mauá,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2544,0,0,0,0,0,0,2142,06/05/2024
Porto Vera Cruz,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1852,0,0,0,0,0,0,1560,06/05/2024
Porto Xavier,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10560,0,0,0,50,760,0,9748,06/05/2024
Porto Xavier,Tempestade Local/Convectiva - Vendaval,Reconhecido,10560,0,0,0,0,20,0,10538,04/01/2024
Pouso Novo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1875,0,2,0,0,90,0,1647,08/05/2024
Presidente Lucena,Enxurradas,Reconhecido,2485,0,0,0,0,0,0,3077,02/05/2024
Progresso,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6161,0,0,0,0,0,0,5340,03/05/2024
Protásio Alves,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2000,0,0,0,0,13,0,61,03/05/2024
Putinga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4147,1,0,0,0,0,0,0,03/05/2024
Putinga,Enxurradas,Reconhecido,4147,0,0,0,0,0,0,2680,21/02/2024
Quaraí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,23021,0,0,0,57,0,0,7000,02/05/2024
Quatro Irmãos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1778,0,0,0,0,0,0,1552,21/05/2024
Quevedos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2710,0,0,0,0,2,0,2708,03/05/2024
Quevedos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2710,0,0,0,0,0,0,2710,22/04/2024
Quinze de Novembro,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3653,0,0,0,0,0,0,2500,02/05/2024
Redentora,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10222,0,0,0,42,65,0,10115,03/05/2024
Relvado,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,2155,1,0,0,0,0,1,2098,03/12/2024
Relvado,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2155,4,0,0,400,800,2,0,04/05/2024
Restinga Seca,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,15850,0,0,0,151,146,0,0,06/05/2024
Restinga Seca,Enxurradas,Registro,15850,0,0,0,151,146,0,0,03/05/2024
Restinga Seca,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,15850,0,0,0,0,0,0,14939,18/01/2024
Rio dos Índios,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3616,0,0,0,0,5,0,3611,07/05/2024
Rio Grande,Tempestade Local/Convectiva - Vendaval,Registro,197253,0,0,0,0,0,0,10000,16/12/2024
Rio Grande,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,197253,0,0,0,43,150,0,10000,27/09/2024
Rio Grande,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,197253,0,0,0,0,0,0,0,09/05/2024
Rio Grande,Tempestade Local/Convectiva - Vendaval,Reconhecido,197253,0,0,0,0,10,0,197243,28/03/2024
Rio Pardo, Inundações,Reconhecido,37602,0,0,0,414,3088,0,0,02/05/2024
Rio Pardo,Tempestade Local/Convectiva - Vendaval,Registro,37602,0,0,0,0,0,0,0,25/03/2024
Riozinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4327,0,0,0,0,13,0,4460,06/05/2024
Roca Sales,Tempestade Local/Convectiva - Chuvas Intensas,Registro,10287,0,0,0,0,0,0,0,13/05/2024
Roca Sales,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10287,3,14,0,350,3000,14,0,05/05/2024
Roca Sales,Tempestade Local/Convectiva - Vendaval,Registro,10287,0,0,0,0,0,0,300,27/03/2024
Rodeio Bonito,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5743,0,0,0,0,0,0,6694,04/05/2024
Rolador,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2546,0,0,0,0,8,0,2192,09/05/2024
Rolador,Tempestade Local/Convectiva - Vendaval,Reconhecido,2546,0,0,0,0,0,0,2546,22/03/2024
Rolante,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,19493,0,4,0,200,7000,0,14049,05/05/2024
Ronda Alta,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10228,0,0,0,0,0,0,10228,03/05/2024
Rondinha,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5520,0,0,0,0,0,0,5520,03/05/2024
Roque Gonzales,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7206,0,0,0,0,0,0,0,06/05/2024
Roque Gonzales,Tempestade Local/Convectiva - Vendaval,Reconhecido,7206,0,3,0,3,0,0,1794,04/01/2024
Rosário do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,39751,0,0,0,0,158,0,3860,06/05/2024
São Borja, Inundações,Reconhecido,61662,0,0,0,200,500,0,1000,07/05/2024
São Domingos do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2926,0,0,0,0,0,0,2926,03/05/2024
São Francisco de Assis,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,19258,0,0,0,0,40,0,3000,03/05/2024
São Francisco de Paula,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,20540,0,0,0,4,40,0,20496,03/05/2024
São Gabriel, Inundações,Reconhecido,60508,0,0,0,50,1850,0,10000,30/04/2024
São Jerônimo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,22141,0,120,150,975,4080,1,16815,06/05/2024
São João da Urtiga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4726,0,0,0,0,0,0,4726,05/05/2024
São João do Polêsine,Tempestade Local/Convectiva - Granizo,Registro,2635,0,0,0,0,0,0,600,07/10/2024
São João do Polêsine,Tempestade Local/Convectiva - Chuvas Intensas,Registro,2635,0,0,0,0,0,0,0,04/05/2024
São João do Polêsine,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2635,1,1,1,21,100,0,2525,06/05/2024
São Jorge,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2774,0,0,0,0,90,0,2684,04/05/2024
São Jorge,Enxurradas,Registro,2774,0,0,0,0,90,0,2684,03/05/2024
São José das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2720,0,0,0,0,8,0,2712,03/05/2024
São José do Herval,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2204,0,0,0,0,0,0,800,02/05/2024
São José do Hortêncio,Enxurradas,Reconhecido,4094,0,0,0,2,143,0,100,06/05/2024
São José do Inhacorá,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2200,0,0,0,0,20,0,2386,06/05/2024
São José do Norte,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,25523,0,0,0,0,7,0,180,27/09/2024
São José do Norte, Inundações,Reconhecido,25523,0,0,0,273,1000,0,0,10/05/2024
São José do Sul,Enxurradas,Reconhecido,2082,0,0,0,0,13,0,1632,02/05/2024
São José dos Ausentes,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3290,0,0,0,0,0,0,700,06/05/2024
São Leopoldo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,214210,1,0,0,15000,165000,0,36436,07/05/2024
São Lourenço do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,43114,0,0,0,152,2000,0,40962,10/05/2024
São Lourenço do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Registro,43114,0,0,0,80,300,0,0,08/05/2024
São Lourenço do Sul,Tempestade Local/Convectiva - Vendaval,Reconhecido,43114,0,0,0,0,0,0,43114,27/03/2024
São Luiz Gonzaga,Tempestade Local/Convectiva - Vendaval,Reconhecido,34558,0,1,0,0,400,0,15000,16/06/2024
São Luiz Gonzaga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,34558,0,0,0,0,0,0,34558,30/05/2024
São Marcos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,20105,0,0,0,0,15,0,350,03/05/2024
São Martinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5773,0,0,0,0,0,0,5773,08/05/2024
São Martinho da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3201,0,0,0,23,250,0,0,06/05/2024
São Martinho da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Registro,3201,0,0,0,0,0,0,0,19/03/2024
São Miguel das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7421,0,0,0,0,0,0,7056,06/05/2024
São Miguel das Missões,Tempestade Local/Convectiva - Vendaval,Reconhecido,7421,0,0,0,0,0,0,100,03/05/2024
São Miguel das Missões,Tempestade Local/Convectiva - Granizo,Reconhecido,7421,0,0,0,0,10,0,420,19/01/2024
São Nicolau,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5727,0,0,0,0,0,0,5727,10/05/2024
São Nicolau,Tempestade Local/Convectiva - Vendaval,Reconhecido,5727,0,1,0,0,0,0,500,05/01/2024
São Paulo das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6367,0,0,0,0,0,0,4,10/05/2024
São Pedro da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3317,0,1,0,38,40,0,0,04/05/2024
São Pedro das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1886,0,0,0,0,0,0,1757,03/05/2024
São Pedro do Butiá,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,2873,0,0,0,0,0,0,3070,06/05/2024
São Pedro do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16371,0,0,2,4,120,0,500,06/05/2024
São Sebastião do Caí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,21944,0,0,0,600,5000,0,18828,05/05/2024
São Sebastião do Caí, Inundações,Registro,21944,3333,0,0,0,0,0,333,03/05/2024
São Sepé,Alagamentos,Registro,23798,0,0,0,0,0,0,0,08/11/2024
São Sepé,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,23798,0,10,0,597,206,0,20000,02/05/2024
São Sepé,13211 - Tempestade Local/Convectiva - Tornados,Registro,23798,0,0,0,0,2,0,0,26/03/2024
São Valério do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2647,0,0,0,0,0,0,2543,07/05/2024
São Valentim,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3632,0,0,0,0,0,0,3264,03/05/2024
São Valentim,Tempestade Local/Convectiva - Vendaval,Registro,3632,0,0,0,0,0,0,0,05/01/2024
São Valentim do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2168,0,10,0,15,70,1,2207,05/05/2024
São Vendelino,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1944,2,5,0,65,43,0,0,03/05/2024
São Vicente do Sul,Tempestade Local/Convectiva - Vendaval,Registro,8440,0,0,0,0,0,0,18,01/10/2024
São Vicente do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8440,0,0,0,60,90,0,8290,06/05/2024
São Vicente do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Registro,8440,0,0,0,0,0,0,10,25/04/2024
São Vicente do Sul,Tempestade Local/Convectiva - Vendaval,Registro,8440,0,0,0,0,0,0,0,28/03/2024
São Vicente do Sul,Tempestade Local/Convectiva - Vendaval,Reconhecido,8440,0,0,0,0,0,0,8440,18/01/2024
Sério,Enxurradas,Reconhecido,2281,0,0,0,0,41,0,2240,03/05/2024
Sagrada Família,Tempestade Local/Convectiva - Granizo,Reconhecido,2595,0,0,0,0,0,0,240,27/06/2024
Sagrada Família,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2595,0,0,0,0,16,0,2579,03/05/2024
Saldanha Marinho,Tempestade Local/Convectiva - Granizo,Reconhecido,2869,0,0,0,0,0,0,735,10/10/2024
Saldanha Marinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2869,0,0,0,0,0,0,2575,29/05/2024
Salto do Jacuí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,11880,0,0,0,0,120,0,10168,03/05/2024
Salvador das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2669,0,0,0,0,0,0,2877,09/05/2024
Salvador do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6747,2,0,0,30,60,0,0,06/05/2024
Sananduva,Tempestade Local/Convectiva - Chuvas Intensas,Registro,15373,0,0,0,0,0,0,0,21/05/2024
Sant`Ana do Livramento,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,82513,0,0,0,0,0,0,8703,23/05/2024
Santa Bárbara do Sul,Tempestade Local/Convectiva - Vendaval,Registro,8829,0,0,0,5,0,0,800,02/10/2024
Santa Bárbara do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8829,0,0,0,0,0,0,8829,28/05/2024
Santa Clara do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5692,0,1,0,0,60,0,0,30/04/2024
Santa Cruz do Sul,Alagamentos,Reconhecido,118287,1,5,20,272,11603,3,6961,06/05/2024
Santa Margarida do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2352,0,0,0,0,0,0,2352,03/05/2024
Santa Margarida do Sul,Tempestade Local/Convectiva - Vendaval,Não reconhecido,2352,0,0,0,0,112,0,1500,27/03/2024
Santa Maria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,261027,5,2,0,120,2000,0,269000,02/05/2024
Santa Maria,Tempestade Local/Convectiva - Chuvas Intensas,Registro,261027,0,2,0,0,0,0,271728,21/03/2024
Santa Maria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,261027,0,1,0,0,6,0,271728,17/01/2024
Santa Maria do Herval,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6053,0,0,0,0,0,0,56,16/05/2024
Santa Rosa,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,68595,0,0,0,0,0,0,1300,06/05/2024
Santa Rosa,Tempestade Local/Convectiva - Vendaval,Reconhecido,68595,0,0,0,0,0,0,1200,04/01/2024
Santa Tereza, Inundações,Registro,1717,0,0,0,0,68,0,123,21/06/2024
Santa Tereza, Inundações,Registro,1717,0,0,0,0,120,0,310,21/06/2024
Santa Tereza,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1717,0,0,0,0,948,0,557,02/05/2024
Santa Vitória do Palmar,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,31002,0,0,0,25,60,0,30917,10/05/2024
Santa Vitória do Palmar,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,31002,0,0,0,0,0,0,31002,27/03/2024
Santana da Boa Vista,13211 - Tempestade Local/Convectiva - Tornados,Registro,8244,0,0,0,0,20,0,0,03/12/2024
Santana da Boa Vista,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8244,0,0,0,0,1,0,79,06/12/2024
Santana da Boa Vista,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8244,0,0,0,4,0,0,8240,03/05/2024
Santiago,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,49082,0,0,0,6,12,0,49280,04/05/2024
Santo Ângelo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,76304,0,0,0,0,0,0,76304,07/05/2024
Santo Ângelo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,76304,0,0,0,0,0,0,15000,25/01/2024
Santo Antônio da Patrulha,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,39679,0,0,0,0,0,0,9886,09/05/2024
Santo Antônio da Patrulha,Tempestade Local/Convectiva - Chuvas Intensas,Registro,39679,0,0,0,0,0,0,0,26/03/2024
Santo Antônio da Patrulha,Tempestade Local/Convectiva - Vendaval,Não reconhecido,39679,0,0,0,0,0,0,154,22/01/2024
Santo Antônio da Patrulha,Tempestade Local/Convectiva - Chuvas Intensas,Registro,39679,0,0,0,0,0,0,0,11/01/2024
Santo Antônio da Patrulha,Tempestade Local/Convectiva - Chuvas Intensas,Registro,39679,0,0,0,0,18,0,0,11/01/2024
Santo Antônio das Missões,Tempestade Local/Convectiva - Vendaval,Registro,11210,0,0,0,0,0,0,520,19/06/2024
Santo Antônio do Palma,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2139,0,0,0,0,6,0,2133,06/05/2024
Santo Augusto,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,13970,0,0,0,0,0,0,13970,03/05/2024
Santo Cristo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,14378,0,0,0,0,0,0,15320,06/05/2024
Santo Expedito do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2461,0,0,0,0,0,0,2461,06/05/2024
Santo Expedito do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2461,0,0,0,0,0,0,2349,22/01/2024
Sapiranga,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,75020,0,0,0,55,273,0,2500,05/05/2024
Sapucaia do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,130988,0,0,0,550,5000,0,56000,05/05/2024
Sarandi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,21312,0,0,0,35,845,0,20432,03/05/2024
Seberi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10902,0,0,0,20,60,0,11870,03/05/2024
Sede Nova,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3011,0,0,0,0,0,0,0,06/05/2024
