UF,Municí­pio,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados
RS,Capão Bonito do Sul,21/08/2017,RS-F-4304622-13213-20170819,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,1753,0,0,0,50,55,0,0
RS,Capão da Canoa,20/06/2023,RS-F-4304630-12200-20230615,12200 - Enxurradas,Reconhecido,42047,0,0,0,0,30,0,11000
RS,Capão da Canoa,09/07/2020,RS-F-4304630-12300-20200707,12300 - Alagamentos,Registro,42047,0,0,0,45,3,0,0
RS,Capão da Canoa,09/07/2020,RS-F-4304630-13215-20200701,13215 - Tempestade Local/Convectiva - Vendaval,Registro,42047,0,0,0,0,0,0,171
RS,Capão da Canoa,19/11/2010,RS-P-4304630-13215-20101119,13215 - Tempestade Local/Convectiva - Vendaval,Registro,42047,0,0,0,0,0,0,0
RS,Capão da Canoa,19/11/2009,RS-A-4304630-13215-20091119,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,42047,0,0,0,6,769,0,0
RS,Capão da Canoa,20/03/2007,RS-A-4304630-12200-20070320,12200 - Enxurradas,Registro,42047,8,6,0,53,775,0,0
RS,Capão da Canoa,20/03/1994,RS-P-4304630-12200-19940320,12200 - Enxurradas,Registro,42047,0,0,0,0,0,0,0
RS,Capão da Canoa,15/06/1983,RS-P-4304630-12200-19830615,12200 - Enxurradas,Registro,42047,0,0,0,0,0,0,0
RS,Capão do Cipó,17/05/2024,RS-F-4304655-13214-20240514,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3107,0,0,0,0,0,0,3699
RS,Capão do Cipó,16/04/2024,RS-F-4304655-13214-20240416,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3107,0,0,0,0,0,0,3699
RS,Capão do Cipó,22/11/2023,RS-F-4304655-13214-20231121,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3107,0,0,0,0,0,0,3699
RS,Capão do Cipó,11/09/2023,RS-F-4304655-12200-20230905,12200 - Enxurradas,Registro,3107,0,0,0,0,0,0,0
RS,Capão do Cipó,20/07/2022,RS-F-4304655-13213-20220716,13213 - Tempestade Local/Convectiva - Granizo,Registro,3107,0,0,0,0,0,0,0
RS,Capão do Cipó,24/10/2017,RS-F-4304655-13215-20171019,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3107,0,0,0,6,3,0,3440
RS,Capão do Cipó,03/10/2017,RS-F-4304655-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3107,0,0,0,0,6,0,3441
RS,Capão do Cipó,11/03/2015,RS-F-4304655-13213-20150221,13213 - Tempestade Local/Convectiva - Granizo,Não reconhecido,3107,0,0,0,0,10,0,440
RS,Capão do Cipó,13/11/2014,RS-F-4304655-13215-20141019,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3107,0,0,0,0,56,0,3051
RS,Capão do Cipó,14/12/2010,RS-P-4304655-12200-20101214,12200 - Enxurradas,Registro,3107,0,0,0,0,0,0,0
RS,Capão do Cipó,09/06/2010,RS-P-4304655-12200-20100609,12200 - Enxurradas,Registro,3107,0,0,0,0,0,0,0
RS,Capão do Cipó,14/12/2009,RS-A-4304655-12200-20091214,12200 - Enxurradas,Reconhecido,3107,0,0,0,0,0,0,0
RS,Capão do Cipó,11/04/2008,RS-A-4304655-13213-20080411,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3107,0,0,0,4,0,0,0
RS,Capão do Leão,10/05/2024,RS-F-4304663-13214-20240509,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,24294,0,0,0,0,0,0,7500
RS,Capão do Leão,28/03/2024,RS-F-4304663-13215-20240320,13215 - Tempestade Local/Convectiva - Vendaval,Registro,24294,0,0,0,0,0,0,24000
RS,Capão do Leão,28/09/2023,RS-F-4304663-12200-20230916,12200 - Enxurradas,Registro,24294,0,0,0,0,0,0,0
RS,Capão do Leão,05/11/2019,RS-F-4304663-13214-20191030,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,24294,0,0,0,0,0,0,0
RS,Capão do Leão,10/10/2018,RS-F-4304663-13215-20180929,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,24294,0,0,0,0,0,0,613
RS,Capão do Leão,03/05/2016,RS-F-4304663-13214-20160428,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,24294,0,0,0,0,0,0,5964
RS,Capão do Leão,30/01/2009,RS-A-4304663-12100-20090130,12100 - Inundações,Reconhecido,24294,0,15,0,324,1643,0,0
RS,Capão do Leão,15/07/2004,RS-P-4304663-13213-20040715,13213 - Tempestade Local/Convectiva - Granizo,Registro,24294,0,0,0,0,0,0,0
RS,Capão do Leão,22/02/1983,RS-P-4304663-12200-19830222,12200 - Enxurradas,Registro,24294,0,0,0,0,0,0,0
RS,Capela de Santana,03/05/2024,RS-F-4304689-12300-20240430,12300 - Alagamentos,Reconhecido,11613,0,0,0,50,100,0,0
RS,Capela de Santana,10/10/2017,RS-F-4304689-13213-20171001,13213 - Tempestade Local/Convectiva - Granizo,Registro,11613,0,0,0,0,15,0,0
RS,Capela de Santana,22/04/2011,RS-A-4304689-12200-20110422,12200 - Enxurradas,Reconhecido,11613,0,0,0,0,200,0,0
RS,Capitão,06/05/2024,RS-F-4304697-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2636,2,15,0,32,106,0,2789
RS,Capitão,06/12/2023,RS-F-4304697-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2636,0,0,0,0,50,0,2871
RS,Capitão,19/10/2015,RS-F-4304697-13213-20151015,13213 - Tempestade Local/Convectiva - Granizo,Registro,2636,0,0,0,0,0,0,50
RS,Capivari do Sul,07/05/2024,RS-F-4304671-13214-20240506,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3890,0,0,0,0,7,0,0
RS,Capivari do Sul,31/01/2017,RS-F-4304671-13211-20170125,13211 - Tempestade Local/Convectiva - Tornados,Reconhecido,3890,0,2,1,0,10,0,98
RS,Capivari do Sul,20/11/2010,RS-P-4304671-13215-20101120,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3890,0,0,0,0,0,0,0
RS,Capivari do Sul,19/11/2009,RS-A-4304671-13215-20091119,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3890,0,0,0,0,524,0,0
RS,Caraá,08/05/2024,RS-F-4304713-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7313,0,0,0,0,22,0,7291
RS,Caraá,06/05/2024,RS-F-4304713-13214-20240402,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,7313,0,0,0,0,22,0,7291
RS,Caraá,27/09/2023,RS-F-4304713-12100-20230926,12100 - Inundações,Reconhecido,7313,0,0,0,0,0,0,7313
RS,Caraá,18/07/2023,RS-F-4304713-12100-20230714,12100 - Inundações,Registro,7313,0,0,0,0,0,0,0
RS,Caraá,18/06/2023,RS-F-4304713-12200-20230615,12200 - Enxurradas,Reconhecido,7313,3,1,0,40,2960,3,4306
RS,Caraá,21/09/2021,RS-F-4304713-13215-20210919,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7313,0,0,0,0,11,0,1500
RS,Caraá,28/05/2019,RS-F-4304713-12100-20190528,12100 - Inundações,Registro,7313,0,0,0,0,0,0,2500
RS,Caraá,02/06/2017,RS-F-4304713-12200-20170601,12200 - Enxurradas,Reconhecido,7313,1,0,0,0,22,0,1850
RS,Caraá,22/10/2015,RS-F-4304713-12200-20151021,12200 - Enxurradas,Registro,7313,0,0,0,0,0,0,180
RS,Caraá,15/10/2015,RS-F-4304713-13213-20151014,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,7313,0,0,0,0,211,0,2176
RS,Caraá,16/03/2015,RS-F-4304713-12100-20150310,12100 - Inundações,Registro,7313,0,0,0,0,0,0,1425
RS,Caraá,24/10/2014,RS-F-4304713-12200-20140912,12200 - Enxurradas,Registro,7313,0,0,0,0,0,0,632
RS,Caraá,29/08/2013,RS-F-4304713-12200-20130810,12200 - Enxurradas,Registro,7313,0,0,0,0,10,0,200
RS,Caraá,14/01/2012,RS-A-4304713-12200-20120114,12200 - Enxurradas,Reconhecido,7313,0,0,0,0,0,0,0
RS,Caraá,03/05/2008,RS-A-4304713-13215-20080503,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7313,0,0,0,5,450,0,0
RS,Caraá,20/03/2007,RS-A-4304713-12200-20070320,12200 - Enxurradas,Reconhecido,7313,0,0,0,0,0,0,0
RS,Carazinho,28/03/2025,RS-F-4304705-13214-20250327,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,59301,1,0,0,0,6,0,97
RS,Carazinho,08/10/2024,RS-F-4304705-13213-20241001,13213 - Tempestade Local/Convectiva - Granizo,Registro,59301,0,0,0,0,0,0,4200
RS,Carazinho,23/10/2013,RS-F-4304705-13215-20131021,13215 - Tempestade Local/Convectiva - Vendaval,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,01/12/2002,RS-A-4304705-13215-20021201,13215 - Tempestade Local/Convectiva - Vendaval,Registro,59301,0,0,0,30,360,0,0
RS,Carazinho,30/09/1997,RS-P-4304705-12200-19970930,12200 - Enxurradas,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,18/01/1994,RS-P-4304705-12200-19940118,12200 - Enxurradas,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,08/12/1993,RS-P-4304705-12200-19931208,12200 - Enxurradas,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,15/06/1990,RS-P-4304705-12200-19900615,12200 - Enxurradas,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,21/09/1989,RS-P-4304705-12100-19890921,12100 - Inundações,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,10/05/1984,RS-P-4304705-12200-19840510,12200 - Enxurradas,Registro,59301,0,0,0,0,0,0,0
RS,Carazinho,22/07/1977,RS-O-4304705-12100-19770722,12100 - Inundações,Registro,59301,0,0,0,0,0,0,0
RS,Carlos Barbosa,29/04/2024,RS-F-4304804-12200-20240429,12200 - Enxurradas,Registro,25193,0,3,0,60,0,0,0
RS,Carlos Barbosa,03/05/2024,RS-F-4304804-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,25193,0,0,0,73,0,0,0
RS,Carlos Barbosa,18/11/2023,RS-F-4304804-12200-20231117,12200 - Enxurradas,Reconhecido,25193,0,0,0,0,80,0,30340
RS,Carlos Barbosa,11/09/2023,RS-F-4304804-12200-20230904,12200 - Enxurradas,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,16/06/2023,RS-F-4304804-11321-20230615,11321 - Deslizamentos,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,15/12/2020,RS-F-4304804-13215-20201211,13215 - Tempestade Local/Convectiva - Vendaval,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,03/12/2020,RS-F-4304804-12200-20201202,12200 - Enxurradas,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,03/12/2020,RS-F-4304804-13215-20201202,13215 - Tempestade Local/Convectiva - Vendaval,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,06/11/2019,RS-F-4304804-11321-20191105,11321 - Deslizamentos,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,06/11/2019,RS-F-4304804-13213-20191102,13213 - Tempestade Local/Convectiva - Granizo,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Barbosa,06/11/2019,RS-F-4304804-13215-20191030,13215 - Tempestade Local/Convectiva - Vendaval,Registro,25193,0,0,0,0,0,0,0
RS,Carlos Gomes,06/05/2024,RS-F-4304853-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1607,0,0,0,0,0,0,1355
RS,Carlos Gomes,23/10/2023,RS-F-4304853-13214-20231017,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1607,0,0,0,0,0,0,1355
RS,Carlos Gomes,07/07/2020,RS-F-4304853-13215-20200630,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,1607,0,0,0,0,10,0,1394
RS,Carlos Gomes,06/07/1993,RS-P-4304853-12100-19930706,12100 - Inundações,Registro,1607,0,0,0,0,0,0,0
RS,Casca,07/05/2024,RS-F-4304903-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8648,0,0,0,0,0,0,3500
RS,Casca,06/09/2023,RS-F-4304903-13214-20230904,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8648,0,0,0,0,75,0,500
RS,Casca,30/05/2017,RS-F-4304903-12200-20170527,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,750
RS,Casca,15/10/2015,RS-F-4304903-12200-20151007,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,756
RS,Casca,14/07/2014,RS-F-4304903-12200-20140618,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,4
RS,Casca,29/08/2011,RS-A-4304903-12200-20110829,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,0
RS,Casca,23/02/2011,RS-P-4304903-12200-20110223,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,0
RS,Casca,05/01/2010,RS-A-4304903-12200-20100105,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,0
RS,Casca,07/09/2009,RS-A-4304903-13215-20090907,13215 - Tempestade Local/Convectiva - Vendaval,Registro,8648,0,0,0,0,2,0,0
RS,Casca,02/03/2004,RS-P-4304903-12200-20040302,12200 - Enxurradas,Reconhecido,8648,0,0,0,0,0,0,0
RS,Casca,27/10/2003,RS-P-4304903-12200-20031027,12200 - Enxurradas,Registro,8648,0,0,0,0,0,0,0
RS,Casca,20/07/2001,RS-P-4304903-12200-20010720,12200 - Enxurradas,Registro,8648,0,0,0,0,0,0,0
RS,Casca,15/06/1983,RS-P-4304903-12200-19830615,12200 - Enxurradas,Registro,8648,0,0,0,0,0,0,0
RS,Caseiros,17/07/2018,RS-F-4304952-13213-20180716,13213 - Tempestade Local/Convectiva - Granizo,Registro,3007,0,0,0,0,0,0,80
RS,Caseiros,26/12/2013,RS-F-4304952-13215-20131130,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3007,0,0,0,0,5,0,340
RS,Caseiros,23/01/2010,RS-A-4304952-12200-20100123,12200 - Enxurradas,Reconhecido,3007,0,0,0,0,0,0,0
RS,Caseiros,02/06/1992,RS-P-4304952-12100-19920602,12100 - Inundações,Registro,3007,0,0,0,0,0,0,0
RS,Caseiros,15/07/1990,RS-P-4304952-12200-19900715,12200 - Enxurradas,Registro,3007,0,0,0,0,0,0,0
RS,Caseiros,09/01/1990,RS-P-4304952-12200-19900109,12200 - Enxurradas,Registro,3007,0,0,0,0,0,0,0
RS,Catuípe,07/05/2024,RS-F-4305009-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,9323,0,0,0,0,0,0,9323
RS,Catuípe,01/06/2017,RS-F-4305009-12200-20170530,12200 - Enxurradas,Reconhecido,9323,0,0,0,0,0,0,3325
RS,Catuípe,25/10/2016,RS-F-4305009-13213-20161020,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,9323,0,0,0,0,0,0,2000
RS,Catuípe,29/07/2011,RS-A-4305009-13213-20110729,13213 - Tempestade Local/Convectiva - Granizo,Registro,9323,0,0,0,0,0,0,0
RS,Catuípe,30/11/2010,RS-N-4305009-12200-20101130,12200 - Enxurradas,Registro,9323,0,0,0,0,0,0,0
RS,Catuípe,28/11/2009,RS-A-4305009-12200-20091128,12200 - Enxurradas,Reconhecido,9323,0,0,0,0,0,0,0
RS,Catuípe,02/06/1992,RS-P-4305009-12100-19920602,12100 - Inundações,Registro,9323,0,0,0,0,0,0,0
RS,Catuípe,15/09/1972,RS-P-4305009-12100-19720915,12100 - Inundações,Registro,9323,0,0,0,0,0,0,0
RS,Caxias do Sul,06/05/2024,RS-F-4305108-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,435482,5,0,0,44,760,6,434667
RS,Caxias do Sul,20/11/2023,RS-F-4305108-12200-20231118,12200 - Enxurradas,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,21/11/2023,RS-F-4305108-12200-20231117,12200 - Enxurradas,Reconhecido,435482,0,0,0,0,80,0,435402
RS,Caxias do Sul,09/09/2023,RS-F-4305108-13214-20230904,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,13/09/2023,RS-F-4305108-13214-20230903,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,21/09/2021,RS-F-4305108-13215-20210920,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,435482,0,0,0,0,11,0,1026
RS,Caxias do Sul,02/07/2020,RS-F-4305108-13215-20200629,13215 - Tempestade Local/Convectiva - Vendaval,Registro,435482,1,0,0,28,0,0,112
RS,Caxias do Sul,01/12/2019,RS-F-4305108-13214-20191109,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,13/10/2019,RS-F-4305108-24200-20191011,24200 - Rompimento/colapso de barragens,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,16/04/2019,RS-F-4305108-13213-20190413,13213 - Tempestade Local/Convectiva - Granizo,Registro,435482,0,0,0,15,0,0,0
RS,Caxias do Sul,05/04/2019,RS-F-4305108-12200-20190306,12200 - Enxurradas,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,01/11/2018,RS-F-4305108-13213-20181030,13213 - Tempestade Local/Convectiva - Granizo,Registro,435482,0,0,0,0,5,0,0
RS,Caxias do Sul,17/06/2017,RS-F-4305108-13215-20170608,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,435482,2,18,2,115,0,0,200000
RS,Caxias do Sul,07/02/2012,RS-A-4305108-12200-20120207,12200 - Enxurradas,Reconhecido,435482,0,0,0,30,200,0,0
RS,Caxias do Sul,14/12/2011,RS-A-4305108-13213-20111214,13213 - Tempestade Local/Convectiva - Granizo,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,15/11/2010,RS-A-4305108-13213-20101115,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,02/12/2009,RS-A-4305108-13215-20091202,13215 - Tempestade Local/Convectiva - Vendaval,Registro,435482,0,0,0,0,500,0,0
RS,Caxias do Sul,22/02/2007,RS-A-4305108-12200-20070222,12200 - Enxurradas,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,03/07/2000,RS-P-4305108-12100-20000703,12100 - Inundações,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,25/01/1996,RS-P-4305108-13215-19960125,13215 - Tempestade Local/Convectiva - Vendaval,Registro,435482,0,0,0,0,0,0,0
RS,Caxias do Sul,27/12/1995,RS-J-4305108-12200-19951227,12200 - Enxurradas,Registro,435482,0,0,0,0,0,0,0
RS,Centenário,06/05/2024,RS-F-4305116-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2967,0,0,0,0,0,0,2967
RS,Centenário,22/01/2024,RS-F-4305116-13214-20240118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,2967,0,0,0,0,0,0,2967
RS,Centenário,22/11/2023,RS-F-4305116-13214-20231117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2967,0,0,0,0,0,0,2967
RS,Centenário,09/11/2023,RS-F-4305116-13214-20231103,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2967,0,0,0,0,0,0,2967
RS,Centenário,26/10/2023,RS-F-4305116-13214-20231017,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2967,0,0,0,0,0,0,78
RS,Centenário,16/10/2023,RS-F-4305116-13214-20231007,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2967,0,0,0,0,0,0,2721
RS,Centenário,09/07/2020,RS-F-4305116-13215-20200630,13215 - Tempestade Local/Convectiva - Vendaval,Registro,2967,0,0,0,0,7,0,300
RS,Centenário,19/06/2017,RS-F-4305116-12200-20170619,12200 - Enxurradas,Registro,2967,0,0,0,0,0,0,0
RS,Centenário,03/07/2014,RS-F-4305116-12200-20140629,12200 - Enxurradas,Reconhecido,2967,0,0,0,0,0,0,2
RS,Centenário,30/08/2011,RS-A-4305116-12200-20110830,12200 - Enxurradas,Reconhecido,2967,0,0,0,1,0,0,0
RS,Centenário,01/12/2010,RS-A-4305116-13213-20101201,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2967,0,0,0,0,0,0,0
RS,Centenário,24/09/2010,RS-P-4305116-12200-20100924,12200 - Enxurradas,Reconhecido,2967,0,0,0,0,0,0,0
RS,Centenário,29/11/2001,RS-A-4305116-13213-20011129,13213 - Tempestade Local/Convectiva - Granizo,Registro,2967,0,1,0,0,0,0,0
RS,Centenário,15/09/1997,RS-P-4305116-12200-19970915,12200 - Enxurradas,Registro,2967,0,0,0,0,0,0,0
RS,Cerrito,07/05/2024,RS-F-4305124-13214-20240507,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6404,0,0,0,0,0,0,2000
RS,Cerrito,21/03/2024,RS-F-4305124-13215-20240321,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,6404,0,1,0,0,600,0,0
RS,Cerrito,27/09/2023,RS-F-4305124-13213-20230923,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,6404,0,0,0,0,52,0,0
RS,Cerrito,11/09/2023,RS-F-4305124-12100-20230908,12100 - Inundações,Reconhecido,6404,0,0,0,60,400,0,0
RS,Cerrito,12/12/2020,RS-F-4305124-13213-20201211,13213 - Tempestade Local/Convectiva - Granizo,Registro,6404,0,0,0,0,0,0,480
RS,Cerrito,04/11/2019,RS-F-4305124-13214-20191031,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,6404,0,0,0,0,0,0,400
RS,Cerrito,22/08/2017,RS-F-4305124-13214-20170814,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,6404,0,0,0,0,0,0,300
RS,Cerrito,14/06/2017,RS-F-4305124-13214-20170608,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,6404,0,0,0,0,0,0,600
RS,Cerrito,26/04/2016,RS-F-4305124-13214-20160422,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6404,0,0,0,0,0,0,1500
RS,Cerrito,15/11/2010,RS-A-4305124-13215-20101115,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,6404,0,0,0,59,300,0,0
RS,Cerrito,23/11/2009,RS-A-4305124-12100-20091123,12100 - Inundações,Reconhecido,6404,0,0,0,120,480,0,0
RS,Cerrito,29/01/2009,RS-A-4305124-12200-20090129,12200 - Enxurradas,Reconhecido,6404,0,0,0,0,0,0,0
RS,Cerro Branco,03/05/2024,RS-F-4305132-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4454,0,0,0,100,200,0,3500
RS,Cerro Branco,09/04/2024,RS-F-4305132-13214-20240407,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,4454,0,0,0,0,0,0,0
RS,Cerro Branco,19/01/2024,RS-F-4305132-13215-20240116,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4454,0,0,0,0,0,0,3802
RS,Cerro Branco,02/07/2021,RS-F-4305132-12200-20210626,12200 - Enxurradas,Reconhecido,4454,0,0,0,0,0,0,1300
RS,Cerro Branco,05/10/2017,RS-F-4305132-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4454,0,0,0,0,0,0,100
RS,Cerro Branco,22/10/2015,RS-F-4305132-13215-20151015,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4454,0,0,0,0,86,0,309
RS,Cerro Branco,04/07/2014,RS-F-4305132-12200-20140628,12200 - Enxurradas,Reconhecido,4454,0,0,0,0,400,0,3200
RS,Cerro Branco,25/11/2013,RS-F-4305132-12200-20131111,12200 - Enxurradas,Reconhecido,4454,0,0,0,10,250,0,0
RS,Cerro Branco,02/12/2010,RS-P-4305132-12100-20101202,12100 - Inundações,Registro,4454,0,0,0,0,0,0,0
RS,Cerro Branco,04/01/2010,RS-A-4305132-12200-20100104,12200 - Enxurradas,Reconhecido,4454,0,0,0,14,186,0,0
RS,Cerro Branco,02/12/2009,RS-A-4305132-12100-20091202,12100 - Inundações,Reconhecido,4454,0,0,0,0,0,0,0
RS,Cerro Branco,06/10/2009,RS-A-4305132-13213-20091006,13213 - Tempestade Local/Convectiva - Granizo,Registro,4454,0,0,0,0,0,0,0
RS,Cerro Branco,06/03/2003,RS-A-4305132-12200-20030306,12200 - Enxurradas,Reconhecido,4454,0,0,0,0,0,0,0
RS,Cerro Grande,03/05/2024,RS-F-4305157-13214-20240503,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2417,0,0,0,0,0,0,2417
RS,Cerro Grande,21/03/2024,RS-F-4305157-13214-20240318,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2417,0,0,0,0,0,0,150
RS,Cerro Grande,27/11/2023,RS-F-4305157-13214-20231118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2417,0,0,0,0,0,0,2417
RS,Cerro Grande,08/09/2023,RS-F-4305157-12200-20230908,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,2417
RS,Cerro Grande,30/05/2022,RS-F-4305157-12200-20220529,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,2417
RS,Cerro Grande,29/06/2021,RS-F-4305157-13215-20210626,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,2417,0,3,0,0,0,0,2414
RS,Cerro Grande,27/04/2017,RS-F-4305157-12200-20170424,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,1680
RS,Cerro Grande,30/07/2015,RS-F-4305157-12200-20150720,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,2000
RS,Cerro Grande,03/07/2014,RS-F-4305157-12200-20140627,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,0
RS,Cerro Grande,12/12/2010,RS-A-4305157-12200-20101212,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,0
RS,Cerro Grande,30/11/2009,RS-A-4305157-12200-20091130,12200 - Enxurradas,Reconhecido,2417,0,0,0,0,0,0,0
RS,Cerro Grande,12/02/1996,RS-P-4305157-12200-19960212,12200 - Enxurradas,Registro,2417,0,0,0,0,0,0,0
RS,Cerro Grande do Sul,09/05/2024,RS-F-4305173-12200-20240502,12200 - Enxurradas,Reconhecido,10280,0,0,0,103,150,0,1000
RS,Cerro Grande do Sul,03/05/2024,RS-F-4305173-12300-20240501,12300 - Alagamentos,Registro,10280,0,0,0,0,25,0,1000
RS,Cerro Grande do Sul,27/09/2023,RS-F-4305173-12200-20230926,12200 - Enxurradas,Registro,10280,0,0,0,0,12,0,0
RS,Cerro Grande do Sul,10/02/2021,RS-F-4305173-13213-20210209,13213 - Tempestade Local/Convectiva - Granizo,Registro,10280,0,0,0,0,0,0,0
RS,Cerro Grande do Sul,04/04/2018,RS-F-4305173-12200-20180401,12200 - Enxurradas,Registro,10280,0,0,0,0,0,0,80
