UF,Municí­pio,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados
RS,Anta Gorda,12/11/2015,RS-F-4300703-11321-20151106,11321 - Deslizamentos,Reconhecido,6073,0,0,0,0,0,0,2200
RS,Anta Gorda,22/10/2015,RS-F-4300703-11321-20151020,11321 - Deslizamentos,Registro,6073,0,0,0,0,0,0,600
RS,Anta Gorda,09/07/2015,RS-F-4300703-12100-20150709,12100 - Inundações,Registro,6073,0,0,0,0,0,0,0
RS,Anta Gorda,28/11/2013,RS-F-4300703-12200-20131110,12200 - Enxurradas,Reconhecido,6073,0,0,0,0,0,0,0
RS,Anta Gorda,20/07/2011,RS-A-4300703-12200-20110720,12200 - Enxurradas,Registro,6073,0,0,0,0,0,0,0
RS,Anta Gorda,26/03/2011,RS-P-4300703-12200-20110326,12200 - Enxurradas,Reconhecido,6073,0,0,0,0,0,0,0
RS,Anta Gorda,04/01/2010,RS-A-4300703-12200-20100104,12200 - Enxurradas,Reconhecido,6073,0,0,0,0,2,0,0
RS,Anta Gorda,04/01/2008,RS-D-4300703-12200-20080104,12200 - Enxurradas,Registro,6073,0,0,0,0,0,0,0
RS,Anta Gorda,20/07/2001,RS-P-4300703-12200-20010720,12200 - Enxurradas,Registro,6073,0,0,0,0,0,0,0
RS,Antônio Prado,02/12/2024,RS-F-4300802-13215-20241201,13215 - Tempestade Local/Convectiva - Vendaval,Registro,12837,0,0,0,0,0,0,0
RS,Antônio Prado,24/10/2024,RS-F-4300802-13215-20241024,13215 - Tempestade Local/Convectiva - Vendaval,Registro,12837,0,0,0,0,0,0,0
RS,Antônio Prado,06/05/2024,RS-F-4300802-13214-20240429,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,12837,0,3,0,36,40,0,12758
RS,Antônio Prado,21/11/2023,RS-F-4300802-12200-20231116,12200 - Enxurradas,Reconhecido,12837,0,0,0,0,0,0,12837
RS,Antônio Prado,17/11/2020,RS-F-4300802-13213-20201111,13213 - Tempestade Local/Convectiva - Granizo,Registro,12837,0,0,0,0,0,0,100
RS,Antônio Prado,28/10/2015,RS-F-4300802-13213-20151028,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,12837,0,0,0,0,0,0,733
RS,Antônio Prado,02/10/2015,RS-F-4300802-13215-20150924,13215 - Tempestade Local/Convectiva - Vendaval,Não reconhecido,12837,0,0,0,0,0,0,0
RS,Antônio Prado,20/07/2001,RS-P-4300802-12200-20010720,12200 - Enxurradas,Registro,12837,0,0,0,0,0,0,0
RS,Antônio Prado,29/06/1990,RS-P-4300802-12200-19900629,12200 - Enxurradas,Registro,12837,0,0,0,0,0,0,0
RS,Arambaré,04/12/2024,RS-F-4300851-13215-20241201,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3693,0,0,0,0,0,0,850
RS,Arambaré,26/09/2024,RS-F-4300851-13214-20240923,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3693,0,0,0,8,150,0,0
RS,Arambaré,08/05/2024,RS-F-4300851-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3693,0,0,0,80,480,0,0
RS,Arambaré,26/03/2024,RS-F-4300851-13215-20240321,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,3693,0,0,0,0,50,0,0
RS,Arambaré,18/09/2023,RS-F-4300851-13214-20230912,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3693,0,0,0,22,500,0,1500
RS,Arambaré,24/08/2023,RS-F-4300851-13213-20230823,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,3693,0,0,0,0,350,0,0
RS,Arambaré,28/07/2023,RS-F-4300851-13215-20230713,13215 - Tempestade Local/Convectiva - Vendaval,Registro,3693,0,0,0,0,11,0,0
RS,Arambaré,04/11/2019,RS-F-4300851-13214-20191030,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,3693,0,0,0,0,0,0,0
RS,Arambaré,22/10/2015,RS-F-4300851-12200-20151013,12200 - Enxurradas,Reconhecido,3693,0,0,0,7,34,0,0
RS,Arambaré,31/07/2015,RS-F-4300851-12200-20150721,12200 - Enxurradas,Reconhecido,3693,0,0,0,0,47,0,0
RS,Arambaré,02/06/2015,RS-F-4300851-12200-20150529,12200 - Enxurradas,Reconhecido,3693,0,0,0,0,30,0,0
RS,Arambaré,11/07/2014,RS-F-4300851-12200-20140630,12200 - Enxurradas,Reconhecido,3693,0,0,0,44,2,0,350
RS,Arambaré,21/09/2012,RS-P-4300851-12100-20120921,12100 - Inundações,Registro,3693,0,0,0,0,0,0,0
RS,Arambaré,27/11/2009,RS-A-4300851-12100-20091127,12100 - Inundações,Reconhecido,3693,0,0,0,0,0,0,0
RS,Arambaré,24/01/1996,RS-P-4300851-12200-19960124,12200 - Enxurradas,Registro,3693,0,0,0,0,0,0,0
RS,Araricí,02/05/2024,RS-F-4300877-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4868,0,0,0,9,72,0,4800
RS,Araricí,18/12/2023,RS-F-4300877-13214-20231215,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4868,0,0,0,0,0,0,2200
RS,Araricí,14/09/2023,RS-F-4300877-13214-20230913,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,4868,0,0,0,0,0,0,0
RS,Araricí,14/09/2023,RS-F-4300877-13214-20230904,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,4868,0,0,0,0,0,0,0
RS,Araricí,19/06/2023,RS-F-4300877-13214-20230616,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4868,0,0,0,0,280,0,4681
RS,Araricí,24/05/2022,RS-F-4300877-13215-20220517,13215 - Tempestade Local/Convectiva - Vendaval,Registro,4868,0,0,0,0,0,0,100
RS,Araricí,14/06/2018,RS-F-4300877-13215-20180610,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,4868,0,3,0,0,3,0,531
RS,Araricí,24/07/2015,RS-F-4300877-12300-20150713,12300 - Alagamentos,Reconhecido,4868,0,0,0,0,103,0,0
RS,Araricí,13/11/2010,RS-P-4300877-12100-20101113,12100 - Inundações,Registro,4868,0,0,0,0,0,0,0
RS,Araricí,13/11/2009,RS-A-4300877-12100-20091113,12100 - Inundações,Reconhecido,4868,0,0,0,23,35,0,0
RS,Araricí,23/11/1993,RS-P-4300877-12100-19931123,12100 - Inundações,Registro,4868,0,0,0,0,0,0,0
RS,Aratiba,19/02/2025,RS-F-4300901-13215-20250217,13215 - Tempestade Local/Convectiva - Vendaval,Registro,6568,0,0,0,0,0,0,10
RS,Aratiba,05/05/2024,RS-F-4300901-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6568,0,0,0,0,10,0,140
RS,Aratiba,08/11/2023,RS-F-4300901-13214-20231103,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6568,0,0,0,0,0,0,6568
RS,Aratiba,10/10/2023,RS-F-4300901-13213-20231004,13213 - Tempestade Local/Convectiva - Granizo,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,24/10/2022,RS-F-4300901-13215-20221013,13215 - Tempestade Local/Convectiva - Vendaval,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,16/06/2017,RS-F-4300901-13215-20170608,13215 - Tempestade Local/Convectiva - Vendaval,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,20/02/2017,RS-F-4300901-13215-20170217,13215 - Tempestade Local/Convectiva - Vendaval,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,09/07/2014,RS-F-4300901-12100-20140626,12100 - Inundações,Reconhecido,6568,0,0,0,10,0,0,250
RS,Aratiba,30/03/2011,RS-A-4300901-12200-20110330,12200 - Enxurradas,Reconhecido,6568,0,0,0,0,0,0,0
RS,Aratiba,20/09/2007,RS-N-4300901-13215-20070920,13215 - Tempestade Local/Convectiva - Vendaval,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,01/10/1993,RS-P-4300901-12100-19931001,12100 - Inundações,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,15/06/1990,RS-P-4300901-12200-19900615,12200 - Enxurradas,Registro,6568,0,0,0,0,0,0,0
RS,Aratiba,15/06/1983,RS-P-4300901-12200-19830615,12200 - Enxurradas,Registro,6568,0,0,0,0,0,0,0
RS,Arroio do Meio,04/05/2024,RS-F-4301008-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18783,2,0,0,1000,12000,0,21996
RS,Arroio do Meio,01/05/2024,RS-F-4301008-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18783,2,0,0,1000,12000,0,21966
RS,Arroio do Meio,23/01/2024,RS-F-4301008-13215-20240116,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,18783,0,0,0,0,0,0,10000
RS,Arroio do Meio,21/11/2023,RS-F-4301008-13214-20231119,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18783,0,0,0,553,4500,0,10000
RS,Arroio do Meio,07/09/2023,RS-F-4301008-13214-20230905,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18783,0,30,0,600,7000,1,10000
RS,Arroio do Meio,08/07/2020,RS-F-4301008-12100-20200708,12100 - Inundações,Reconhecido,18783,0,10,0,120,870,0,3780
RS,Arroio do Meio,05/10/2017,RS-F-4301008-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18783,0,3,0,0,0,0,0
RS,Arroio do Meio,13/06/2017,RS-F-4301008-12200-20170609,12200 - Enxurradas,Reconhecido,18783,0,0,0,36,113,0,7881
RS,Arroio do Meio,05/06/2017,RS-F-4301008-12100-20170527,12100 - Inundações,Registro,18783,0,0,0,0,4,0,7879
RS,Arroio do Meio,20/10/2016,RS-F-4301008-12100-20161019,12100 - Inundações,Registro,18783,0,0,0,63,25,0,0
RS,Arroio do Meio,14/10/2015,RS-F-4301008-13214-20151013,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18783,0,0,0,10,35,0,0
RS,Arroio do Meio,24/07/2015,RS-F-4301008-13214-20150717,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,12/11/2014,RS-F-4301008-13215-20141030,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,12/11/2014,RS-F-4301008-13211-20140408,13211 - Tempestade Local/Convectiva - Tornados,Registro,18783,0,1,0,0,0,0,0
RS,Arroio do Meio,04/09/2013,RS-F-4301008-12100-20130825,12100 - Inundações,Não reconhecido,18783,0,0,0,74,76,0,0
RS,Arroio do Meio,21/07/2011,RS-J-4301008-12100-20110721,12100 - Inundações,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,24/11/2010,RS-P-4301008-13215-20101124,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,04/01/2010,RS-A-4301008-12200-20100104,12200 - Enxurradas,Reconhecido,18783,0,0,0,46,25,0,0
RS,Arroio do Meio,23/11/2009,RS-A-4301008-13215-20091123,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,26/10/2008,RS-A-4301008-12100-20081026,12100 - Inundações,Registro,18783,0,0,0,292,500,0,0
RS,Arroio do Meio,03/08/2001,RS-P-4301008-13213-20010803,13213 - Tempestade Local/Convectiva - Granizo,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,20/07/2001,RS-P-4301008-13215-20010720,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,23/02/2000,RS-P-4301008-12100-20000223,12100 - Inundações,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,04/08/1997,RS-P-4301008-12200-19970804,12200 - Enxurradas,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,02/06/1992,RS-P-4301008-12100-19920602,12100 - Inundações,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,07/06/1990,RS-R-4301008-12100-19900607,12100 - Inundações,Registro,18783,0,0,0,0,0,0,85
RS,Arroio do Meio,21/09/1989,RS-P-4301008-12100-19890921,12100 - Inundações,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Meio,15/06/1983,RS-P-4301008-12200-19830615,12200 - Enxurradas,Registro,18783,0,0,0,0,0,0,0
RS,Arroio do Padre,17/05/2024,RS-F-4301073-13214-20240512,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2730,0,0,0,0,0,0,2000
RS,Arroio do Padre,25/09/2023,RS-F-4301073-13213-20230923,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2730,0,0,0,0,0,0,750
RS,Arroio do Padre,26/02/2013,RS-F-4301073-13213-20130201,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,2730,0,0,0,0,0,0,700
RS,Arroio do Padre,31/07/2012,RS-J-4301073-13213-20120731,13213 - Tempestade Local/Convectiva - Granizo,Registro,2730,0,0,0,0,0,0,0
RS,Arroio do Padre,12/03/2011,RS-P-4301073-12200-20110312,12200 - Enxurradas,Reconhecido,2730,0,0,0,35,0,0,0
RS,Arroio do Padre,16/11/2010,RS-J-4301073-12200-20101115,12200 - Enxurradas,Reconhecido,2730,0,5,4,50,50,0,0
RS,Arroio do Padre,29/01/2009,RS-A-4301073-12200-20090129,12200 - Enxurradas,Reconhecido,2730,0,0,0,0,0,0,0
RS,Arroio do Sal,06/06/2017,RS-F-4301057-12200-20170602,12200 - Enxurradas,Reconhecido,7744,0,0,0,0,168,0,3768
RS,Arroio do Sal,06/10/2015,RS-F-4301057-13213-20150917,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,7744,0,0,0,68,208,0,30
RS,Arroio do Sal,18/01/2011,RS-A-4301057-12200-20110118,12200 - Enxurradas,Reconhecido,7744,0,0,0,0,509,0,0
RS,Arroio do Sal,12/05/2010,RS-A-4301057-13215-20100512,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7744,0,0,0,0,35,0,0
RS,Arroio do Sal,19/11/2009,RS-A-4301057-13215-20091119,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7744,0,0,0,0,122,0,0
RS,Arroio do Sal,22/10/2008,RS-N-4301057-12200-20081022,12200 - Enxurradas,Registro,7744,0,0,0,0,0,0,0
RS,Arroio do Sal,03/05/2008,RS-A-4301057-13215-20080503,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,7744,0,0,0,176,393,0,0
RS,Arroio do Sal,20/05/1994,RS-P-4301057-12200-19940520,12200 - Enxurradas,Registro,7744,0,0,0,0,0,0,0
RS,Arroio do Tigre,02/12/2024,RS-F-4301206-13215-20241201,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,12648,0,40,0,0,0,0,13373
RS,Arroio do Tigre,27/06/2024,RS-F-4301206-13213-20240623,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,12648,0,0,0,0,110,0,2428
RS,Arroio do Tigre,06/05/2024,RS-F-4301206-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,12648,0,0,0,32,770,0,11256
RS,Arroio do Tigre,22/11/2023,RS-F-4301206-12200-20231118,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,6726
RS,Arroio do Tigre,24/11/2023,RS-F-4301206-13214-20231118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,12648,0,0,0,0,0,0,12058
RS,Arroio do Tigre,13/07/2023,RS-F-4301206-13213-20230712,13213 - Tempestade Local/Convectiva - Granizo,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,12/02/2019,RS-F-4301206-13215-20190211,13215 - Tempestade Local/Convectiva - Vendaval,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,11/10/2017,RS-F-4301206-13213-20171011,13213 - Tempestade Local/Convectiva - Granizo,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,02/10/2017,RS-F-4301206-13215-20171001,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,12648,0,0,0,0,26,0,6580
RS,Arroio do Tigre,26/10/2015,RS-F-4301206-13213-20151014,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,12648,0,0,0,0,5,0,12643
RS,Arroio do Tigre,18/10/2015,RS-F-4301206-12300-20151014,12300 - Alagamentos,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,02/11/2014,RS-F-4301206-13215-20141019,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,12648,0,0,0,0,6,0,2456
RS,Arroio do Tigre,29/10/2014,RS-F-4301206-13215-20140919,13215 - Tempestade Local/Convectiva - Vendaval,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,09/08/2011,RS-A-4301206-13215-20110809,13215 - Tempestade Local/Convectiva - Vendaval,Registro,12648,0,0,0,0,35,0,0
RS,Arroio do Tigre,05/01/2010,RS-A-4301206-12200-20100105,12200 - Enxurradas,Reconhecido,12648,0,0,0,8,42,0,0
RS,Arroio do Tigre,04/12/2009,RS-A-4301206-12100-20091204,12100 - Inundações,Reconhecido,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,19/12/2003,RS-P-4301206-12200-20031219,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,01/12/2002,RS-A-4301206-12200-20021201,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,15/10/2002,RS-A-4301206-12200-20021015,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,23/07/2001,RS-P-4301206-12200-20010723,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,10/05/1984,RS-P-4301206-12200-19840510,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,0
RS,Arroio do Tigre,11/08/1983,RS-P-4301206-12200-19830811,12200 - Enxurradas,Registro,12648,0,0,0,0,0,0,0
RS,Arroio dos Ratos,15/05/2024,RS-F-4301107-13214-20240501,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,13608,0,10,0,60,1800,0,0
RS,Arroio dos Ratos,23/10/2015,RS-F-4301107-13213-20151014,13213 - Tempestade Local/Convectiva - Granizo,Registro,13608,0,0,0,0,0,0,0
RS,Arroio dos Ratos,14/07/2014,RS-F-4301107-12300-20140704,12300 - Alagamentos,Reconhecido,13608,0,0,0,2,32,0,0
RS,Arroio dos Ratos,19/09/2012,RS-J-4301107-12100-20120919,12100 - Inundações,Registro,13608,0,0,0,0,70,0,0
RS,Arroio Grande,18/12/2024,RS-F-4301305-13111-20241215,13111 - Ciclones - Ventos Costeiros (Mobilidade de Dunas),Registro,18469,0,0,0,0,10,0,30
RS,Arroio Grande,24/06/2024,RS-F-4301305-13214-20240624,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,18469,0,0,0,75,24,0,4100
RS,Arroio Grande,03/05/2024,RS-F-4301305-13214-20240428,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18469,0,0,0,4,8,0,800
RS,Arroio Grande,21/03/2024,RS-F-4301305-13215-20240321,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,18469,0,0,0,3,3,0,617
RS,Arroio Grande,04/12/2023,RS-F-4301305-13215-20231130,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18469,0,0,0,0,0,0,0
RS,Arroio Grande,25/09/2023,RS-F-4301305-13213-20230922,13213 - Tempestade Local/Convectiva - Granizo,Registro,18469,0,0,0,0,24,0,55
RS,Arroio Grande,08/09/2023,RS-F-4301305-13214-20230907,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18469,0,0,0,38,60,0,2280
RS,Arroio Grande,20/07/2023,RS-F-4301305-13215-20230713,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18469,0,0,0,1,0,0,30
RS,Arroio Grande,08/09/2021,RS-F-4301305-13214-20210908,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,18469,0,0,0,0,0,0,42
RS,Arroio Grande,20/08/2021,RS-F-4301305-13213-20210820,13213 - Tempestade Local/Convectiva - Granizo,Registro,18469,0,0,0,0,0,0,0
RS,Arroio Grande,03/02/2021,RS-F-4301305-13215-20210202,13215 - Tempestade Local/Convectiva - Vendaval,Registro,18469,0,0,0,0,0,0,0
RS,Arroio Grande,04/11/2019,RS-F-4301305-13214-20191030,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18469,0,0,0,30,120,0,30
RS,Arroio Grande,02/10/2019,RS-F-4301305-13213-20191002,13213 - Tempestade Local/Convectiva - Granizo,Registro,18469,0,0,0,0,3,0,477
RS,Arroio Grande,29/05/2017,RS-F-4301305-12100-20170526,12100 - Inundações,Registro,18469,0,0,0,0,6,0,45
RS,Arroio Grande,19/04/2016,RS-F-4301305-13214-20160412,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18469,0,0,0,0,0,0,500
RS,Arroio Grande,16/10/2015,RS-F-4301305-12300-20151014,12300 - Alagamentos,Registro,18469,0,0,0,60,40,0,0
RS,Arroio Grande,07/08/2014,RS-F-4301305-13214-20140803,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,18469,0,0,0,0,20,0,270
RS,Arroio Grande,19/02/2014,RS-F-4301305-12200-20140201,12200 - Enxurradas,Reconhecido,18469,0,0,0,0,65,0,250
RS,Arroio Grande,26/11/2009,RS-A-4301305-13215-20091126,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,18469,0,0,0,0,6,0,350
RS,Arroio Grande,07/09/2009,RS-A-4301305-13215-20090907,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,18469,0,0,10,38,249,0,350
RS,Arroio Grande,20/08/2007,RS-A-4301305-12200-20070820,12200 - Enxurradas,Registro,18469,0,0,0,0,0,0,0
RS,Arroio Grande,14/07/2003,RS-P-4301305-12200-20030714,12200 - Enxurradas,Reconhecido,18469,0,0,0,0,0,0,0
RS,Arroio Grande,23/08/2002,RS-A-4301305-12100-20020823,12100 - Inundações,Registro,18469,0,0,0,80,608,0,0
RS,Arroio Grande,13/06/2002,RS-A-4301305-12100-20020613,12100 - Inundações,Registro,18469,0,0,0,80,608,0,0
RS,Arroio Grande,24/04/2002,RS-A-4301305-12100-20020424,12100 - Inundações,Registro,18469,0,0,0,0,1,0,0
RS,Arroio Grande,16/04/1992,RS-P-4301305-12100-19920416,12100 - Inundações,Registro,18469,0,0,0,0,0,0,0
RS,Arvorezinha,02/05/2024,RS-F-4301404-13214-20240430,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10229,0,1,0,200,1000,1,3511
RS,Arvorezinha,10/09/2023,RS-F-4301404-13214-20230906,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10229,0,0,0,0,20,0,10402
RS,Arvorezinha,18/07/2016,RS-F-4301404-13213-20160711,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,10229,0,0,0,0,0,0,210
RS,Arvorezinha,26/10/2015,RS-F-4301404-13213-20151021,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,10229,0,0,0,0,0,0,554
RS,Arvorezinha,29/11/2013,RS-F-4301404-13213-20131110,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,10229,0,0,0,0,100,0,3000
RS,Arvorezinha,21/09/2012,RS-P-4301404-13215-20120921,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,10229,0,0,0,0,0,0,0
RS,Arvorezinha,20/07/2011,RS-A-4301404-12200-20110720,12200 - Enxurradas,Reconhecido,10229,0,0,0,5,0,0,0
RS,Arvorezinha,22/04/2011,RS-A-4301404-12200-20110422,12200 - Enxurradas,Reconhecido,10229,0,0,0,0,0,0,0
RS,Arvorezinha,08/12/2010,RS-N-4301404-12200-20101208,12200 - Enxurradas,Registro,10229,0,0,0,0,0,0,0
RS,Arvorezinha,15/11/2010,RS-C-4301404-13213-20101115,13213 - Tempestade Local/Convectiva - Granizo,Registro,10229,0,0,0,0,0,0,0
RS,Arvorezinha,04/01/2010,RS-A-4301404-12200-20100104,12200 - Enxurradas,Reconhecido,10229,0,0,0,0,0,0,0
RS,Arvorezinha,08/12/2009,RS-A-4301404-12200-20091208,12200 - Enxurradas,Reconhecido,10229,0,0,0,0,0,0,0
RS,Arvorezinha,03/05/1994,RS-P-4301404-13213-19940503,13213 - Tempestade Local/Convectiva - Granizo,Registro,10229,0,0,0,0,0,0,0
RS,Augusto Pestana,06/05/2024,RS-F-4301503-13214-20240502,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7097,0,0,0,0,0,0,7149
RS,Augusto Pestana,09/12/2022,RS-F-4301503-13215-20221205,13215 - Tempestade Local/Convectiva - Vendaval,Registro,7097,0,3,0,0,0,0,0
RS,Augusto Pestana,26/05/2017,RS-F-4301503-12200-20170526,12200 - Enxurradas,Registro,7097,0,0,0,0,0,0,3000
RS,Augusto Pestana,17/12/2010,RS-P-4301503-12200-20101217,12200 - Enxurradas,Registro,7097,0,0,0,0,0,0,0
RS,Augusto Pestana,17/12/2009,RS-A-4301503-12200-20091217,12200 - Enxurradas,Reconhecido,7097,0,0,0,0,0,0,0
RS,Augusto Pestana,10/05/1984,RS-P-4301503-12200-19840510,12200 - Enxurradas,Registro,7097,0,0,0,0,0,0,0
RS,Augusto Pestana,15/09/1972,RS-P-4301503-12100-19720915,12100 - Inundações,Registro,7097,0,0,0,0,0,0,0
RS,Bagé,14/05/2024,RS-F-4301602-13214-20240507,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,116792,0,0,0,0,0,0,116792
RS,Bagé,25/09/2023,RS-F-4301602-13213-20230923,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,116792,0,0,0,0,0,0,10000
RS,Bagé,25/08/2023,RS-F-4301602-13213-20230823,13213 - Tempestade Local/Convectiva - Granizo,Reconhecido,116792,0,0,0,0,0,0,610
RS,Bagé,15/09/2021,RS-F-4301602-12200-20210913,12200 - Enxurradas,Reconhecido,116792,0,0,0,2,0,0,1362
RS,Bagé,31/10/2019,RS-F-4301602-13215-20191029,13215 - Tempestade Local/Convectiva - Vendaval,Reconhecido,116792,0,0,0,4,800,0,50550
RS,Bagé,11/01/2019,RS-F-4301602-12200-20190109,12200 - Enxurradas,Reconhecido,116792,0,0,0,0,8,0,7112
RS,Bagé,21/06/2017,RS-F-4301602-12200-20170609,12200 - Enxurradas,Reconhecido,116792,0,0,0,0,0,0,150
RS,Bagé,25/04/2016,RS-F-4301602-13214-20160425,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,116792,0,0,0,0,0,0,115
RS,Bagé,28/07/2015,RS-F-4301602-12200-20150719,12200 - Enxurradas,Reconhecido,116792,0,0,0,0,246,0,0
