arquivo,estacao,uf,latitude,longitude
INMET_NE_MA_A218_PREGUICAS_01-01-2024_A_31-12-2024.CSV,PREGUICAS,MA,-2.59222221,-42.7075
INMET_SE_RJ_A626_RIO CLARO_01-01-2024_A_31-12-2024.CSV,RIO CLARO,RJ,-22.653579,-44.040916
INMET_S_PR_A876_CLEVELANDIA_01-01-2024_A_31-12-2024.CSV,CLEVELANDIA,PR,-26.41722221,-52.3486111
INMET_SE_ES_A633_VENDA NOVA DO IMIGRANTE_01-01-2024_A_31-12-2024.CSV,VENDA NOVA DO IMIGRANTE,ES,-20.38555555,-41.18999999
INMET_NE_PE_A307_PETROLINA_01-01-2024_A_31-12-2024.CSV,PETROLINA,PE,-9.38833333,-40.52333332
INMET_SE_SP_A716_OURINHOS_01-01-2024_A_31-12-2024.CSV,OURINHOS,SP,-23.00055555,-49.84333333
INMET_N_PA_A227_SOURE_01-01-2024_A_31-12-2024.CSV,SOURE,PA,-.72777777,-48.51583333
INMET_NE_MA_A238_BURITICUPU_01-01-2024_A_31-12-2024.CSV,BURITICUPU,MA,-4.32055554,-46.44944444
INMET_S_SC_A861_RIO DO CAMPO_01-01-2024_A_31-12-2024.CSV,RIO DO CAMPO,SC,-26.93749999,-50.14555555
INMET_CO_GO_A037_SILVANIA_01-01-2024_A_31-12-2024.CSV,SILVANIA,GO,-16.67972221,-48.61805554
INMET_NE_PI_A312_TERESINA_01-01-2024_A_31-12-2024.CSV,TERESINA,PI,-5.03472221,-42.80138888
INMET_NE_BA_A445_IPIAU_01-01-2024_A_31-12-2024.CSV,IPIAU,BA,-14.17138888,-39.69249999
INMET_S_PR_A843_DOIS VIZINHOS_01-01-2024_A_31-12-2024.CSV,DOIS VIZINHOS,PR,-25.69916666,-53.09527777
INMET_SE_MG_A560_POMPEU_01-01-2024_A_31-12-2024.CSV,POMPEU,MG,-19.23249999,-44.96416666
INMET_CO_MT_A937_PONTES E LACERDA_01-01-2024_A_31-12-2024.CSV,PONTES E LACERDA,MT,-15.23444444,-59.3461111
INMET_NE_RN_A367_SANTA CRUZ_01-01-2024_A_31-12-2024.CSV,SANTA CRUZ,RN,-6.22805554,-36.02666666
INMET_N_PA_A228_BREVES_01-01-2024_A_31-12-2024.CSV,BREVES,PA,-1.68027777,-50.47805554
INMET_S_SC_A862_RIO NEGRINHO_01-01-2024_A_31-12-2024.CSV,RIO NEGRINHO,SC,-26.2486111,-49.57416666
INMET_N_PA_A233_SANTANA DO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,SANTANA DO ARAGUAIA,PA,-9.34055555,-50.35027777
INMET_S_SC_A845_BOM JARDIM DA SERRA - MORRO DA IGREJA_01-01-2024_A_31-12-2024.CSV,BOM JARDIM DA SERRA - MORRO DA IGREJA,SC,-28.12694443,-49.47972221
INMET_NE_PI_A377_ANGICAL DO PIAUI_01-01-2024_A_31-12-2024.CSV,ANGICAL DO PIAUI,PI,-6.08944444,-42.72749999
INMET_CO_DF_A042_BRAZLANDIA_01-01-2024_A_31-12-2024.CSV,BRAZLANDIA,DF,-15.59972221,-48.1311111
INMET_SE_RJ_A630_SANTA MARIA MADALENA_01-01-2024_A_31-12-2024.CSV,SANTA MARIA MADALENA,RJ,-21.95055555,-42.01027777
INMET_NE_BA_A402_BARREIRAS_01-01-2024_A_31-12-2024.CSV,BARREIRAS,BA,-12.12472221,-45.02694443
INMET_N_PA_A253_ALTAMIRA_01-01-2024_A_31-12-2024.CSV,ALTAMIRA,PA,-3.26999999,-52.39472221
INMET_SE_ES_A613_SANTA TERESA_01-01-2024_A_31-12-2024.CSV,SANTA TERESA,ES,-19.98833333,-40.57944443
INMET_S_SC_A864_MAJOR VIEIRA_01-01-2024_A_31-12-2024.CSV,MAJOR VIEIRA,SC,-26.3936111,-50.36333333
INMET_NE_BA_A439_IBOTIRAMA_01-01-2024_A_31-12-2024.CSV,IBOTIRAMA,BA,-12.19305555,-43.21333333
INMET_CO_MT_A912_CAMPO VERDE_01-01-2024_A_31-12-2024.CSV,CAMPO VERDE,MT,-15.55888888,-55.17944443
INMET_CO_GO_A029_EDEIA_01-01-2024_A_31-12-2024.CSV,EDEIA,GO,-17.33694444,-49.91472222
INMET_S_SC_A841_JOACABA_01-01-2024_A_31-12-2024.CSV,JOACABA,SC,-27.16916666,-51.55888888
INMET_NE_PI_A346_URUCUI_01-01-2024_A_31-12-2024.CSV,URUCUI,PI,-7.44138888,-44.34499999
INMET_S_PR_B804_LARANJEIRAS DO SUL_01-01-2024_A_31-12-2024.CSV,LARANJEIRAS DO SUL,PR,-25.37138888,-52.40083333
INMET_SE_RJ_A659_SILVA JARDIM_01-01-2024_A_31-12-2024.CSV,SILVA JARDIM,RJ,-22.64583333,-42.41555555
INMET_S_SC_A858_XANXERE_01-01-2024_A_31-12-2024.CSV,XANXERE,SC,-26.938666,-52.39809
INMET_NE_BA_A450_JEREMOABO_01-01-2024_A_31-12-2024.CSV,JEREMOABO,BA,-10.08083332,-38.34583333
INMET_NE_AL_A356_SAO LUIS DO QUITUNDE_01-01-2024_A_31-12-2024.CSV,SAO LUIS DO QUITUNDE,AL,-9.28749999,-35.56583333
INMET_S_PR_A846_FOZ DO IGUACU_01-01-2024_A_31-12-2024.CSV,FOZ DO IGUACU,PR,-25.60194444,-54.48305554
INMET_S_SC_A859_CACADOR_01-01-2024_A_31-12-2024.CSV,CACADOR,SC,-26.81916666,-50.98555555
INMET_N_AC_A138_FEIJO_01-01-2024_A_31-12-2024.CSV,FEIJO,AC,-8.14277777,-70.3436111
INMET_NE_BA_A407_ITIRUCU_01-01-2024_A_31-12-2024.CSV,ITIRUCU,BA,-13.52777777,-40.11972221
INMET_SE_SP_A738_CASA BRANCA_01-01-2024_A_31-12-2024.CSV,CASA BRANCA,SP,-21.78055554,-47.07527777
INMET_SE_MG_A561_SAO SEBASTIAO DO PARAISO_01-01-2024_A_31-12-2024.CSV,SAO SEBASTIAO DO PARAISO,MG,-20.91,-47.11416666
INMET_CO_MT_A901_CUIABA_01-01-2024_A_31-12-2024.CSV,CUIABA,MT,-15.60694444,-56.06083333
INMET_SE_MG_A563_NOVA PORTEIRINHA (JANAUBA)_01-01-2024_A_31-12-2024.CSV,NOVA PORTEIRINHA (JANAUBA),MG,-15.80277777,-43.29694444
INMET_N_AM_A122_MAUES_01-01-2024_A_31-12-2024.CSV,MAUES,AM,-3.39888888,-57.67388888
INMET_S_PR_A873_MORRETES_01-01-2024_A_31-12-2024.CSV,MORRETES,PR,-25.50888888,-48.80861111
INMET_S_RS_A832_SAO GABRIEL_01-01-2024_A_31-12-2024.CSV,SAO GABRIEL,RS,-30.34138888,-54.31083333
INMET_SE_MG_A547_SAO ROMAO_01-01-2024_A_31-12-2024.CSV,SAO ROMAO,MG,-16.36277777,-45.12388888
INMET_S_RS_A882_TEUTONIA_01-01-2024_A_31-12-2024.CSV,TEUTONIA,RS,-29.44916666,-51.82333332
INMET_SE_SP_A762_DRACENA_01-01-2024_A_31-12-2024.CSV,DRACENA,SP,-21.45777777,-51.55222222
INMET_NE_MA_A237_CAXIAS_01-01-2024_A_31-12-2024.CSV,CAXIAS,MA,-4.82138888,-43.3436111
INMET_SE_RJ_A618_TERESOPOLIS-PARQUE NACIONAL_01-01-2024_A_31-12-2024.CSV,TERESOPOLIS-PARQUE NACIONAL,RJ,-22.4486111,-42.98694444
INMET_N_PA_A213_TOME ACU_01-01-2024_A_31-12-2024.CSV,TOME ACU,PA,-2.59249999,-48.36055555
INMET_SE_RJ_A607_CAMPOS DOS GOYTACAZES_01-01-2024_A_31-12-2024.CSV,CAMPOS DOS GOYTACAZES,RJ,-21.71472222,-41.34388888
INMET_N_PA_A239_MONTE ALEGRE_01-01-2024_A_31-12-2024.CSV,MONTE ALEGRE,PA,-2,-54.07638888
INMET_S_PR_A849_DIAMANTE DO NORTE_01-01-2024_A_31-12-2024.CSV,DIAMANTE DO NORTE,PR,-22.63944444,-52.89027777
INMET_SE_RJ_A636_RIO DE JANEIRO - JACAREPAGUA_01-01-2024_A_31-12-2024.CSV,RIO DE JANEIRO - JACAREPAGUA,RJ,-22.93999999,-43.40277777
INMET_N_RO_A925_PORTO VELHO_01-01-2024_A_31-12-2024.CSV,PORTO VELHO,RO,-8.7936111,-63.84583333
INMET_S_RS_A811_CANGUCU_01-01-2024_A_31-12-2024.CSV,CANGUCU,RS,-31.40333333,-52.70083333
INMET_SE_SP_A706_CAMPOS DO JORDAO_01-01-2024_A_31-12-2024.CSV,CAMPOS DO JORDAO,SP,-22.75027777,-45.60388888
INMET_NE_BA_A415_SANTA RITA DE CASSIA_01-01-2024_A_31-12-2024.CSV,SANTA RITA DE CASSIA,BA,-11.00333333,-44.53638888
INMET_S_SC_A815_SAO JOAQUIM_01-01-2024_A_31-12-2024.CSV,SAO JOAQUIM,SC,-28.27555554,-49.93472221
INMET_CO_MT_A914_JUARA_01-01-2024_A_31-12-2024.CSV,JUARA,MT,-11.28027777,-57.52666666
INMET_SE_SP_A712_IGUAPE_01-01-2024_A_31-12-2024.CSV,IGUAPE,SP,-24.67166666,-47.54583333
INMET_NE_CE_A315_BARBALHA_01-01-2024_A_31-12-2024.CSV,BARBALHA,CE,-7.30083333,-39.2711111
INMET_CO_MT_A942_SAO JOSE DO XINGU_01-01-2024_A_31-12-2024.CSV,SAO JOSE DO XINGU,MT,-10.48416666,-52.37249999
INMET_NE_PI_A308_PARNAIBA_01-01-2024_A_31-12-2024.CSV,PARNAIBA,PI,-3.08666666,-41.78305554
INMET_S_PR_A807_CURITIBA_01-01-2024_A_31-12-2024.CSV,CURITIBA,PR,-25.4486111,-49.23055554
INMET_NE_CE_A325_QUIXERAMOBIM_01-01-2024_A_31-12-2024.CSV,QUIXERAMOBIM,CE,-5.17444443,-39.28944444
INMET_N_TO_A048_SANTA FE DO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,SANTA FE DO ARAGUAIA,TO,-7.124191,-48.781267
INMET_SE_RJ_A608_MACAE_01-01-2024_A_31-12-2024.CSV,MACAE,RJ,-22.3761111,-41.81194444
INMET_CO_MT_A935_PORTO ESTRELA_01-01-2024_A_31-12-2024.CSV,PORTO ESTRELA,MT,-15.32472221,-57.22583332
INMET_NE_PI_A337_CARACOL_01-01-2024_A_31-12-2024.CSV,CARACOL,PI,-9.28583333,-43.32444443
INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2024_A_31-12-2024.CSV,SAO LUIZ GONZAGA,RS,-28.41722221,-54.9625
INMET_NE_BA_A458_RIBEIRA DO AMPARO_01-01-2024_A_31-12-2024.CSV,RIBEIRA DO AMPARO,BA,-11.05861111,-38.44416666
INMET_NE_MA_A224_ESTREITO_01-01-2024_A_31-12-2024.CSV,ESTREITO,MA,-6.65333333,-47.41833332
INMET_SE_MG_A505_ARAXA_01-01-2024_A_31-12-2024.CSV,ARAXA,MG,-19.60583333,-46.94972221
INMET_SE_MG_A531_MARIA DA FE_01-01-2024_A_31-12-2024.CSV,MARIA DA FE,MG,-22.31444444,-45.37305554
INMET_NE_PI_A354_OEIRAS_01-01-2024_A_31-12-2024.CSV,OEIRAS,PI,-6.97416666,-42.14694444
INMET_NE_AL_A355_CORURIPE_01-01-2024_A_31-12-2024.CSV,CORURIPE,AL,-10.1286111,-36.28638888
INMET_N_AC_A104_RIO BRANCO_01-01-2024_A_31-12-2024.CSV,RIO BRANCO,AC,-9.95920402,-67.86898266
INMET_NE_PE_A357_PALMARES_01-01-2024_A_31-12-2024.CSV,PALMARES,PE,-8.66666666,-35.56805554
INMET_SE_ES_A615_ALFREDO CHAVES_01-01-2024_A_31-12-2024.CSV,ALFREDO CHAVES,ES,-20.63638888,-40.74194444
INMET_S_SC_A851_ITAPOA_01-01-2024_A_31-12-2024.CSV,ITAPOA,SC,-26.08138888,-48.64166666
INMET_S_SC_A814_URUSSANGA_01-01-2024_A_31-12-2024.CSV,URUSSANGA,SC,-28.53249999,-49.31527777
INMET_NE_BA_A431_CONDE_01-01-2024_A_31-12-2024.CSV,CONDE,BA,-12.03583333,-37.68388888
INMET_CO_GO_A028_IPORA_01-01-2024_A_31-12-2024.CSV,IPORA,GO,-16.42305554,-51.14888888
INMET_CO_MS_A723_PORTO MURTINHO_01-01-2024_A_31-12-2024.CSV,PORTO MURTINHO,MS,-21.70583333,-57.88666666
INMET_N_AM_A121_ITACOATIARA_01-01-2024_A_31-12-2024.CSV,ITACOATIARA,AM,-3.13333333,-58.48277777
INMET_NE_PI_A374_CORRENTE_01-01-2024_A_31-12-2024.CSV,CORRENTE,PI,-10.42916666,-45.17305554
INMET_SE_SP_A736_ARIRANHA_01-01-2024_A_31-12-2024.CSV,ARIRANHA,SP,-21.13305554,-48.84055555
INMET_N_AC_A108_CRUZEIRO DO SUL_01-01-2024_A_31-12-2024.CSV,CRUZEIRO DO SUL,AC,-7.61055555,-72.6811111
INMET_CO_MT_A909_ALTO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,ALTO ARAGUAIA,MT,-17.33944444,-53.22444443
INMET_SE_MG_A544_BURITIS_01-01-2024_A_31-12-2024.CSV,BURITIS,MG,-15.52416666,-46.43555555
INMET_SE_MG_A502_BARBACENA_01-01-2024_A_31-12-2024.CSV,BARBACENA,MG,-21.22833332,-43.76777777
INMET_CO_GO_A017_POSSE_01-01-2024_A_31-12-2024.CSV,POSSE,GO,-14.08916666,-46.36638888
INMET_N_TO_A018_PEIXE_01-01-2024_A_31-12-2024.CSV,PEIXE,TO,-12.01527777,-48.54444444
INMET_NE_PE_A370_SALGUEIRO_01-01-2024_A_31-12-2024.CSV,SALGUEIRO,PE,-8.05805555,-39.0961111
INMET_CO_MT_A920_JUINA_01-01-2024_A_31-12-2024.CSV,JUINA,MT,-11.37499999,-58.77472221
INMET_N_PA_A209_MEDICILANDIA_01-01-2024_A_31-12-2024.CSV,MEDICILANDIA,PA,-3.51083333,-52.96333333
INMET_S_RS_A827_BAGE_01-01-2024_A_31-12-2024.CSV,BAGE,RS,-31.34777777,-54.01333333
INMET_NE_BA_A405_CARAVELAS_01-01-2024_A_31-12-2024.CSV,CARAVELAS,BA,-17.73944444,-39.25861111
INMET_SE_RJ_A604_CAMBUCI_01-01-2024_A_31-12-2024.CSV,CAMBUCI,RJ,-21.58749999,-41.95833333
INMET_SE_SP_A769_CACHOEIRA PAULISTA_01-01-2024_A_31-12-2024.CSV,CACHOEIRA PAULISTA,SP,-22.68888888,-45.00555555
INMET_SE_SP_A764_BEBEDOURO_01-01-2024_A_31-12-2024.CSV,BEBEDOURO,SP,-20.94805555,-48.47138888
INMET_SE_ES_A617_ALEGRE_01-01-2024_A_31-12-2024.CSV,ALEGRE,ES,-20.75055555,-41.48888888
INMET_CO_MT_A905_CAMPO NOVO DOS PARECIS_01-01-2024_A_31-12-2024.CSV,CAMPO NOVO DOS PARECIS,MT,-13.78583333,-57.8386111
INMET_N_TO_A039_FORMOSO DO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,FORMOSO DO ARAGUAIA,TO,-11.88749999,-49.60833333
INMET_N_PA_A250_SANTAREM_01-01-2024_A_31-12-2024.CSV,SANTAREM,PA,-2.5025,-54.72027777
INMET_CO_MT_A926_CARLINDA_01-01-2024_A_31-12-2024.CSV,CARLINDA,MT,-9.97055554,-55.82749999
INMET_N_TO_A019_GURUPI_01-01-2024_A_31-12-2024.CSV,GURUPI,TO,-11.74499999,-49.05166666
INMET_NE_BA_A456_SALVADOR (RADIO FAROL)_01-01-2024_A_31-12-2024.CSV,SALVADOR (RADIO FAROL),BA,-12.80833333,-38.49583333
INMET_CO_MT_A929_NOVA UBIRATA_01-01-2024_A_31-12-2024.CSV,NOVA UBIRATA,MT,-13.41111111,-54.75222222
INMET_CO_MT_A913_COMODORO_01-01-2024_A_31-12-2024.CSV,COMODORO,MT,-13.70805555,-59.7625
INMET_CO_DF_A001_BRASILIA_01-01-2024_A_31-12-2024.CSV,BRASILIA,DF,-15.78944444,-47.92583332
INMET_SE_MG_A530_CALDAS_01-01-2024_A_31-12-2024.CSV,CALDAS,MG,-21.918066,-46.382996
INMET_CO_MS_A759_BATAGUASSU_01-01-2024_A_31-12-2024.CSV,BATAGUASSU,MS,-21.75,-52.47138888
INMET_N_TO_A041_MARIANOPOLIS DO TO_01-01-2024_A_31-12-2024.CSV,MARIANOPOLIS DO TO,TO,-9.57638888,-49.72333332
INMET_SE_MG_A553_JOAO PINHEIRO_01-01-2024_A_31-12-2024.CSV,JOAO PINHEIRO,MG,-17.78444444,-46.11944443
INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024.CSV,TUPANCIRETA,RS,-29.08944444,-53.82666666
INMET_NE_PI_A363_VALENCA DO PIAUI_01-01-2024_A_31-12-2024.CSV,VALENCA DO PIAUI,PI,-6.4236111,-41.74888888
INMET_NE_MA_A203_SAO LUIS_01-01-2024_A_31-12-2024.CSV,SAO LUIS,MA,-2.52666666,-44.21361111
INMET_N_PA_A245_PORTO DE MOZ_01-01-2024_A_31-12-2024.CSV,PORTO DE MOZ,PA,-1.82194443,-52.11166666
INMET_CO_MS_A717_NHUMIRIM_01-01-2024_A_31-12-2024.CSV,NHUMIRIM,MS,-18.9886111,-56.62277777
INMET_SE_MG_A538_CURVELO_01-01-2024_A_31-12-2024.CSV,CURVELO,MG,-18.74777777,-44.45388888
INMET_NE_PE_A329_CABROBO_01-01-2024_A_31-12-2024.CSV,CABROBO,PE,-8.50388888,-39.31527777
INMET_CO_GO_A015_ITAPACI_01-01-2024_A_31-12-2024.CSV,ITAPACI,GO,-14.97972221,-49.53944444
INMET_CO_MS_A730_CHAPADAO DO SUL_01-01-2024_A_31-12-2024.CSV,CHAPADAO DO SUL,MS,-18.80222222,-52.6025
INMET_CO_MT_A916_QUERENCIA_01-01-2024_A_31-12-2024.CSV,QUERENCIA,MT,-12.60305555,-52.1625
INMET_SE_MG_A532_GOVERNADOR VALADARES_01-01-2024_A_31-12-2024.CSV,GOVERNADOR VALADARES,MG,-18.830354,-41.977007
INMET_S_PR_A875_GENERAL CARNEIRO_01-01-2024_A_31-12-2024.CSV,GENERAL CARNEIRO,PR,-26.3986111,-51.35361111
INMET_NE_MA_A222_COLINAS_01-01-2024_A_31-12-2024.CSV,COLINAS,MA,-6.03305554,-44.23333333
INMET_SE_MG_A571_PARACATU_01-01-2024_A_31-12-2024.CSV,PARACATU,MG,-17.24444444,-46.88166666
INMET_CO_MS_A702_CAMPO GRANDE_01-01-2024_A_31-12-2024.CSV,CAMPO GRANDE,MS,-20.44722221,-54.72249999
INMET_S_PR_A835_MARINGA_01-01-2024_A_31-12-2024.CSV,MARINGA,PR,-23.40527777,-51.93277777
INMET_S_RS_A897_CAMBARA DO SUL_01-01-2024_A_31-12-2024.CSV,CAMBARA DO SUL,RS,-29.04916666,-50.14972221
INMET_CO_GO_A011_SAO SIMAO_01-01-2024_A_31-12-2024.CSV,SAO SIMAO,GO,-18.96916666,-50.63333333
INMET_SE_ES_A657_AFONSO CLAUDIO_01-01-2024_A_31-12-2024.CSV,AFONSO CLAUDIO,ES,-20.10416666,-41.10694444
INMET_NE_BA_A437_UNA_01-01-2024_A_31-12-2024.CSV,UNA,BA,-15.28027777,-39.09138888
INMET_NE_BA_A441_SERRINHA_01-01-2024_A_31-12-2024.CSV,SERRINHA,BA,-11.66472222,-39.02305554
INMET_CO_MS_A732_SAO GABRIEL DO OESTE_01-01-2024_A_31-12-2024.CSV,SAO GABRIEL DO OESTE,MS,-19.42027777,-54.55305555
INMET_S_PR_A874_SAO MATEUS DO SUL_01-01-2024_A_31-12-2024.CSV,SAO MATEUS DO SUL,PR,-25.83555555,-50.36888888
INMET_S_RS_A839_PASSO FUNDO_01-01-2024_A_31-12-2024.CSV,PASSO FUNDO,RS,-28.22666666,-52.40361111
INMET_SE_SP_A701_SAO PAULO - MIRANTE_01-01-2024_A_31-12-2024.CSV,SAO PAULO - MIRANTE,SP,-23.49638888,-46.61999999
INMET_NE_MA_A219_TURIACU_01-01-2024_A_31-12-2024.CSV,TURIACU,MA,-1.66111111,-45.37249999
INMET_CO_MT_A936_SALTO DO CEU_01-01-2024_A_31-12-2024.CSV,SALTO DO CEU,MT,-15.12472221,-58.12722221
INMET_NE_RN_A318_MOSSORO_01-01-2024_A_31-12-2024.CSV,MOSSORO,RN,-4.90416666,-37.36694443
INMET_SE_SP_A734_VALPARAISO_01-01-2024_A_31-12-2024.CSV,VALPARAISO,SP,-21.31916666,-50.93027777
INMET_S_RS_A826_ALEGRETE_01-01-2024_A_31-12-2024.CSV,ALEGRETE,RS,-29.70916666,-55.52555554
INMET_S_PR_A819_CASTRO_01-01-2024_A_31-12-2024.CSV,CASTRO,PR,-24.77999999,-50.04638888
INMET_S_RS_A810_SANTA ROSA_01-01-2024_A_31-12-2024.CSV,SANTA ROSA,RS,-27.89055555,-54.47999999
INMET_CO_GO_A005_PORANGATU_01-01-2024_A_31-12-2024.CSV,PORANGATU,GO,-13.30944444,-49.11749999
INMET_N_PA_A248_CAPITAO POCO_01-01-2024_A_31-12-2024.CSV,CAPITAO POCO,PA,-1.73472221,-47.0575
INMET_S_RS_A884_CAMPO BOM_01-01-2024_A_31-12-2024.CSV,CAMPO BOM,RS,-29.674293,-51.064042
INMET_SE_RJ_A624_NOVA FRIBURGO - SALINAS_01-01-2024_A_31-12-2024.CSV,NOVA FRIBURGO - SALINAS,RJ,-22.33472221,-42.67694443
INMET_NE_PB_A320_JOAO PESSOA_01-01-2024_A_31-12-2024.CSV,JOAO PESSOA,PB,-7.16527777,-34.81555555
INMET_NE_PI_A331_SAO JOAO DO PIAUI_01-01-2024_A_31-12-2024.CSV,SAO JOAO DO PIAUI,PI,-8.36444444,-42.2525
INMET_N_AM_A128_BARCELOS_01-01-2024_A_31-12-2024.CSV,BARCELOS,AM,-.98722221,-62.92416666
INMET_N_TO_A050_RIO SONO_01-01-2024_A_31-12-2024.CSV,RIO SONO,TO,-9.793363,-47.132732
INMET_SE_RJ_A603_DUQUE DE CAXIAS - XEREM_01-01-2024_A_31-12-2024.CSV,DUQUE DE CAXIAS - XEREM,RJ,-22.58972221,-43.28222221
