CD_MUN_2,area_risco_km2,NM_MUN_2,SIGLA_UF,CD_MUN,area_municipio_km2,perc_area_em_risco
3111309,277.8649434721903,Campo do Meio,MG,3111309,277.86494347219025,100.00000000000003
3111408,1269.1642823745826,Campo Florido,MG,3111408,1269.1642823745847,99.99999999999983
3111507,716.5272572250626,Campos Altos,MG,3111507,716.5272572250602,100.00000000000033
3111606,776.4656478133528,Campos Gerais,MG,3111606,776.465647813357,99.99999999999946
3111705,177.93623619619567,Canaã,MG,3111705,177.93623619619524,100.00000000000024
3111804,846.1898086897202,Canápolis,MG,3111804,846.1898086897186,100.00000000000017
3111903,214.9259697151099,Cana Verde,MG,3111903,214.92596971511097,99.9999999999995
3112000,727.8520988417127,Candeias,MG,3112000,727.8520988417114,100.00000000000017
3112059,144.372499168231,Cantagalo,MG,3112059,144.3724991682309,100.00000000000009
3112109,133.2428310406558,Caparaó,MG,3112109,133.24283104065603,99.99999999999983
3112208,112.67591396299514,Capela Nova,MG,3112208,112.67591396299458,100.00000000000048
3112307,983.0681784410524,Capelinha,MG,3112307,983.0681784410496,100.00000000000028
3112406,299.87751837470364,Capetinga,MG,3112406,299.877518374703,100.0000000000002
3112505,96.58639042818744,Capim Branco,MG,3112505,96.58639042818784,99.99999999999959
3112604,622.3822798363321,Capinópolis,MG,3112604,622.3822798363332,99.99999999999983
3112653,284.7524383805784,Capitão Andrade,MG,3112653,284.7524383805792,99.99999999999972
3112703,986.248990768429,Capitão Enéas,MG,3112703,986.2489907684295,99.99999999999996
3112802,526.1234961488432,Capitólio,MG,3112802,526.1234961488434,99.99999999999996
3112901,191.19892727823463,Caputira,MG,3112901,191.19892727823412,100.00000000000027
3113008,1269.1325939148728,Caraí,MG,3113008,1269.1325939148655,100.00000000000058
3113107,162.20886252263568,Caranaíba,MG,3113107,162.2088625226362,99.99999999999969
3113206,493.9890580347426,Carandaí,MG,3113206,493.9890580347432,99.99999999999987
3113305,360.1248926536192,Carangola,MG,3113305,360.124892653621,99.99999999999952
3113404,1282.6654168368038,Caratinga,MG,3113404,1282.6654168367888,100.00000000000118
3113503,1480.412067299598,Carbonita,MG,3113503,1480.412067299595,100.0000000000002
3113602,182.66345025933876,Careaçu,MG,3113602,182.66345025933867,100.00000000000004
3113701,3280.1092636110216,Carlos Chagas,MG,3113701,3280.109263610999,100.00000000000068
3113800,263.25875753069613,Carmésia,MG,3113800,263.2587575306965,99.99999999999984
3113909,511.5399467689491,Carmo da Cachoeira,MG,3113909,511.53994676895064,99.9999999999997
3114006,361.1574448915727,Carmo da Mata,MG,3114006,361.1574448915717,100.00000000000028
3114105,325.59568712674513,Carmo de Minas,MG,3114105,325.5956871267464,99.99999999999962
3114204,461.12530624950733,Carmo do Cajuru,MG,3114204,461.1253062495066,100.00000000000016
3114303,1318.8190911618078,Carmo do Paranaíba,MG,3114303,1318.819091161807,100.00000000000007
3114402,1074.5704694071417,Carmo do Rio Claro,MG,3114402,1074.5704694071426,99.99999999999991
3114501,404.7077531596519,Carmópolis de Minas,MG,3114501,404.70775315965204,99.99999999999996
3114550,2066.2810191313506,Carneirinho,MG,3114550,2066.281019131349,100.00000000000009
3114600,736.3999117265962,Carrancas,MG,3114600,736.3999117265962,100.0
3114709,81.81559191640875,Carvalhópolis,MG,3114709,81.81559191640878,99.99999999999997
3114808,285.61506945268263,Carvalhos,MG,3114808,285.61506945268394,99.99999999999955
3114907,159.86294586437046,Casa Grande,MG,3114907,159.86294586437023,100.00000000000013
3115003,369.2041427728889,Cascalho Rico,MG,3115003,369.2041427728901,99.99999999999966
3115102,670.2735605807941,Cássia,MG,3115102,670.2735605807947,99.99999999999991
3115201,276.30119069514325,Conceição da Barra de Minas,MG,3115201,276.30119069514336,99.99999999999996
3115300,500.1480874796547,Cataguases,MG,3115300,500.148087479653,100.00000000000033
3115359,243.68102392212592,Catas Altas,MG,3115359,243.68102392212487,100.00000000000043
3115409,143.71580581514553,Catas Altas da Noruega,MG,3115409,143.71580581514496,100.0000000000004
3115458,428.52589683222584,Catuji,MG,3115458,428.5258968322261,99.99999999999993
3115474,292.6879848955998,Catuti,MG,3115474,292.6879848955996,100.00000000000007
3115508,101.56730530195729,Caxambu,MG,3115508,101.56730530195667,100.00000000000063
3115607,285.8801907790474,Cedro do Abaeté,MG,3115607,285.8801907790483,99.99999999999967
3115706,208.85700257371673,Central de Minas,MG,3115706,208.8570025737164,100.00000000000016
3115805,323.42318933546164,Centralina,MG,3115805,323.4231893354617,99.99999999999997
3115904,155.15785686407085,Chácara,MG,3115904,155.15785686407008,100.00000000000048
3116001,217.05238685152784,Chalé,MG,3116001,217.05238685152833,99.99999999999977
3116100,846.4413117029454,Chapada do Norte,MG,3116100,846.4413117029491,99.99999999999957
3116159,3289.0002560759217,Chapada Gaúcha,MG,3116159,3289.0002560759344,99.99999999999962
3116209,256.85740633243296,Chiador,MG,3116209,256.8574063324342,99.99999999999952
3116308,155.8015821725411,Cipotânea,MG,3116308,155.80158217254072,100.00000000000024
3116407,229.0279900111358,Claraval,MG,3116407,229.02799001113507,100.00000000000033
3116506,730.0563736576081,Claro dos Poções,MG,3116506,730.0563736576071,100.00000000000013
3116605,637.927277467728,Cláudio,MG,3116605,637.9272774677255,100.0000000000004
3116704,108.67134355991445,Coimbra,MG,3116704,108.67134355991465,99.99999999999983
3116803,354.4893859831818,Coluna,MG,3116803,354.48938598318114,100.0000000000002
3116902,1044.48578753184,Comendador Gomes,MG,3116902,1044.4857875332011,99.99999999986969
3117009,668.7957961936153,Comercinho,MG,3117009,668.7957961936135,100.00000000000027
3117108,355.3617087319426,Conceição da Aparecida,MG,3117108,355.36170873194095,100.00000000000047
3117207,103.1935148874821,Conceição das Pedras,MG,3117207,103.19351488748244,99.99999999999967
3117306,1346.019167222908,Conceição das Alagoas,MG,3117306,1346.019167222909,99.99999999999993
3117405,259.1475359291306,Conceição de Ipanema,MG,3117405,259.14753592913087,99.99999999999989
3117504,1745.9940048135368,Conceição do Mato Dentro,MG,3117504,1745.9940048135504,99.99999999999922
3117603,253.13479384418721,Conceição do Pará,MG,3117603,253.1347938441871,100.00000000000004
3117702,373.5502206092068,Conceição do Rio Verde,MG,3117702,373.5502206092079,99.99999999999972
3117801,181.8314803572326,Conceição dos Ouros,MG,3117801,181.8314803572325,100.00000000000007
3117836,1630.8353353671023,Cônego Marinho,MG,3117836,1630.8353353671043,99.99999999999987
3117876,42.93305799311074,Confins,MG,3117876,42.93305799311073,100.00000000000003
3117900,206.8323017341393,Congonhal,MG,3117900,206.832301734139,100.00000000000013
3118007,308.2655579353013,Congonhas,MG,3118007,308.26555793529997,100.00000000000043
3118106,411.5897605668402,Congonhas do Norte,MG,3118106,411.5897605668403,99.99999999999997
3118205,621.7692296397228,Conquista,MG,3118205,621.7692296397237,99.99999999999986
3118304,375.42212240808954,Conselheiro Lafaiete,MG,3118304,375.42212240809135,99.99999999999952
3118403,1515.7886914587566,Conselheiro Pena,MG,3118403,1515.7886914587543,100.00000000000016
3118502,89.88287550922217,Consolação,MG,3118502,89.88287550922199,100.0000000000002
3118601,197.34013649213242,Contagem,MG,3118601,197.34013649213279,99.99999999999982
3118700,299.06972732398026,Coqueiral,MG,3118700,299.0697273239797,100.0000000000002
3118809,2254.210856374129,Coração de Jesus,MG,3118809,2254.210856374133,99.99999999999983
3118908,834.4653822516382,Cordisburgo,MG,3118908,834.4653822516327,100.00000000000064
3119005,181.19113114353752,Cordislândia,MG,3119005,181.19113114353718,100.00000000000017
3119104,2556.0909611606257,Corinto,MG,3119104,2556.090961160618,100.00000000000031
3119203,587.1847142204838,Coroaci,MG,3119203,587.1847142204846,99.99999999999987
3119302,3334.846793100253,Coromandel,MG,3119302,3334.846793100259,99.99999999999982
3119401,225.10568481958484,Coronel Fabriciano,MG,3119401,225.10568481958515,99.99999999999986
3119500,831.4543721833985,Coronel Murta,MG,3119500,831.454372183394,100.00000000000055
3119609,133.50711467360438,Coronel Pacheco,MG,3119609,133.50711467360418,100.00000000000016
3119708,142.76136873196117,Coronel Xavier Chaves,MG,3119708,142.7613687319613,99.9999999999999
3119807,663.1573605647663,Córrego Danta,MG,3119807,663.157360564766,100.00000000000004
3119906,124.68500226133969,Córrego do Bom Jesus,MG,3119906,124.68500226133965,100.00000000000004
3119955,102.08705753770971,Córrego Fundo,MG,3119955,102.08705753770968,100.00000000000003
3120003,209.10152137246848,Córrego Novo,MG,3120003,209.10152137246854,99.99999999999997
3120102,493.15123628651304,Couto de Magalhães de Minas,MG,3120102,493.15123628651315,99.99999999999997
3120151,989.1560146379821,Crisólita,MG,3120151,989.1560146379802,100.0000000000002
3120201,634.4290335904412,Cristais,MG,3120201,634.4290335904396,100.00000000000024
3120300,855.4675971421209,Cristália,MG,3120300,855.4675971421204,100.00000000000004
3120409,134.71182645496228,Cristiano Otoni,MG,3120409,134.71182645496214,100.00000000000011
3120508,314.43057290068475,Cristina,MG,3120508,314.43057290068487,99.99999999999997
3120607,169.25475579631868,Crucilândia,MG,3120607,169.25475579631862,100.00000000000004
3120706,188.824001462784,Cruzeiro da Fortaleza,MG,3120706,188.82400146278397,100.00000000000003
3120805,528.2657650877467,Cruzília,MG,3120805,528.2657650877483,99.9999999999997
3120839,231.89305920100074,Cuparaque,MG,3120839,231.8930592010017,99.99999999999957
3120870,583.0671885864032,Curral de Dentro,MG,3120870,583.0671885864034,99.99999999999996
3120904,3337.4914111622024,Curvelo,MG,3120904,3337.491411162215,99.99999999999962
3121001,314.67918334981056,Datas,MG,3121001,314.67918334980993,100.0000000000002
3121100,412.5252051610615,Delfim Moreira,MG,3121100,412.525205161062,99.99999999999987
3121209,1388.1220980771666,Delfinópolis,MG,3121209,1388.122098077164,100.00000000000017
3121258,103.3171670767325,Delta,MG,3121258,103.3171670767324,100.00000000000009
3121308,216.61309066157688,Descoberto,MG,3121308,216.613090661577,99.99999999999994
3121407,381.95369243796614,Desterro de Entre Rios,MG,3121407,381.95369243796506,100.00000000000028
3121506,144.3606119115653,Desterro do Melo,MG,3121506,144.3606119115651,100.00000000000013
3121605,3949.8934755294795,Diamantina,MG,3121605,3949.893475529469,100.00000000000027
3121704,167.68669867821305,Diogo de Vasconcelos,MG,3121704,167.68669867821325,99.99999999999987
3121803,345.2702796290597,Dionísio,MG,3121803,345.2702796290601,99.99999999999989
3121902,118.86010707512862,Divinésia,MG,3121902,118.86010707512914,99.99999999999957
3122009,344.11451629278764,Divino,MG,3122009,344.114516292789,99.9999999999996
3122108,349.58848372751686,Divino das Laranjeiras,MG,3122108,349.58848372751714,99.99999999999993
3122207,135.506476916989,Divinolândia de Minas,MG,3122207,135.50647691698907,99.99999999999993
3122306,715.9809593197973,Divinópolis,MG,3122306,715.9809593197953,100.00000000000028
3122355,120.46739383223124,Divisa Alegre,MG,3122355,120.46739383222977,100.00000000000122
3122405,218.68431342075084,Divisa Nova,MG,3122405,218.68431342075047,100.00000000000017
3122454,586.8522526119115,Divisópolis,MG,3122454,586.8522526119128,99.99999999999977
3122470,824.211281961145,Dom Bosco,MG,3122470,824.2112819611402,100.00000000000058
3122504,60.67078442943623,Dom Cavati,MG,3122504,60.67078442943609,100.00000000000024
3122603,405.09858142000854,Dom Joaquim,MG,3122603,405.0985814200114,99.9999999999993
3122702,198.18816730606068,Dom Silvério,MG,3122702,198.1881673060606,100.00000000000004
3122801,115.09428027777241,Dom Viçoso,MG,3122801,115.09428027777211,100.00000000000027
3122900,71.40151509730755,Dona Euzébia,MG,3122900,71.40151509730731,100.00000000000033
3123007,126.50973696662807,Dores de Campos,MG,3123007,126.50973696662842,99.99999999999972
3123106,388.5308891785865,Dores de Guanhães,MG,3123106,388.530889178586,100.00000000000013
3123205,1122.0114875036493,Dores do Indaiá,MG,3123205,1122.011487503649,100.00000000000003
3123304,234.7886131982302,Dores do Turvo,MG,3123304,234.78861319822957,100.00000000000027
3123403,154.26839660882558,Doresópolis,MG,3123403,154.26839660882607,99.99999999999969
3123502,314.64293525527927,Douradoquara,MG,3123502,314.6429352552788,100.00000000000016
3123528,221.83350819405862,Durandé,MG,3123528,221.83350819405882,99.99999999999991
3123601,504.20616220912535,Elói Mendes,MG,3123601,504.20616220912467,100.00000000000013
3123700,190.72944088769052,Engenheiro Caldas,MG,3123700,190.72944088769103,99.99999999999973
3123809,616.7784784742215,Engenheiro Navarro,MG,3123809,616.7784784742207,100.00000000000013
3123858,86.99385440039426,Entre Folhas,MG,3123858,86.99385440039443,99.9999999999998
3123908,462.8025621375871,Entre Rios de Minas,MG,3123908,462.8025621375875,99.99999999999991
3124005,363.7022681622823,Ervália,MG,3124005,363.7022681622825,99.99999999999993
3124104,921.3267011982753,Esmeraldas,MG,3124104,921.3267011982655,100.00000000000107
3124203,323.84736531619865,Espera Feliz,MG,3124203,323.84736531619876,99.99999999999997
3124302,1901.5580027541723,Espinosa,MG,3124302,1901.5580027541691,100.00000000000017
3124401,266.1099418604466,Espírito Santo do Dourado,MG,3124401,266.1099418604463,100.00000000000011
3124500,245.9064939999827,Estiva,MG,3124500,245.9064939999825,100.00000000000009
3124609,133.67476658793032,Estrela Dalva,MG,3124609,133.67476658792995,100.00000000000027
3124708,641.7841040495165,Estrela do Indaiá,MG,3124708,641.784104049513,100.00000000000055
3124807,826.9035665981229,Estrela do Sul,MG,3124807,826.9035665981207,100.00000000000027
3124906,315.1215659174023,Eugenópolis,MG,3124906,315.12156591740217,100.00000000000004
3125002,105.33259152596057,Ewbank da Câmara,MG,3125002,105.33259152596067,99.9999999999999
3125101,246.4668360885165,Extrema,MG,3125101,246.4668360885173,99.99999999999967
3125200,86.78845338212363,Fama,MG,3125200,86.78845338212348,100.00000000000017
3125309,168.39038874356092,Faria Lemos,MG,3125309,168.3903887435601,100.00000000000048
3125408,363.35127316994726,Felício dos Santos,MG,3125408,363.35127316994624,100.00000000000028
3125507,319.3881397503655,São Gonçalo do Rio Preto,MG,3125507,319.38813975036584,99.99999999999989
3125606,610.9738923638117,Felisburgo,MG,3125606,610.9738923638125,99.99999999999987
3125705,1572.099772262004,Felixlândia,MG,3125705,1572.0997722620098,99.99999999999963
3125804,154.81765176684962,Fernandes Tourinho,MG,3125804,154.81765176684945,100.00000000000011
3125903,1106.9763471551485,Ferros,MG,3125903,1106.9763471551432,100.00000000000047
3125952,364.19395723398276,Fervedouro,MG,3125952,364.1939572339819,100.00000000000024
3126000,196.6460680689481,Florestal,MG,3126000,196.6460680689474,100.00000000000036
3126109,1516.4363884755421,Formiga,MG,3126109,1516.4363884755467,99.9999999999997
3126208,3718.3950177080947,Formoso,MG,3126208,3718.3950177080906,100.00000000000011
3126307,220.3205762313866,Fortaleza de Minas,MG,3126307,220.3205762313874,99.99999999999963
3126406,201.14653014285688,Fortuna de Minas,MG,3126406,201.14653014285727,99.9999999999998
3126505,470.31957042130523,Francisco Badaró,MG,3126505,470.31957042130557,99.99999999999993
3126604,1596.9321797298303,Francisco Dumont,MG,3126604,1596.932179729837,99.99999999999959
3126703,2790.1891271882996,Francisco Sá,MG,3126703,2790.1891271882996,100.0
3126752,731.4723356063007,Franciscópolis,MG,3126752,731.4723356063026,99.99999999999973
3126802,640.1942574058152,Frei Gaspar,MG,3126802,640.1942574058139,100.0000000000002
3126901,479.0578968150998,Frei Inocêncio,MG,3126901,479.0578968150989,100.0000000000002
3126950,170.40292473199332,Frei Lagonegro,MG,3126950,170.40292473199284,100.00000000000028
3127008,200.619363295564,Fronteira,MG,3127008,200.61936329556468,99.99999999999966
3127057,328.55422398576354,Fronteira dos Vales,MG,3127057,328.55422398576457,99.99999999999969
3127073,777.0525625737365,Fruta de Leite,MG,3127073,777.0525625737382,99.99999999999977
3127107,2435.1753705206725,Frutal,MG,3127107,2435.175370520662,100.00000000000043
3127206,202.48049762500196,Funilândia,MG,3127206,202.48049762500116,100.0000000000004
3127305,735.6260236409867,Galiléia,MG,3127305,735.6260236409872,99.99999999999993
3127339,1761.799493175121,Gameleiras,MG,3127339,1761.7994931751157,100.00000000000028
3127354,148.05706803531592,Glaucilândia,MG,3127354,148.05706803531638,99.99999999999969
3127370,114.95023741809858,Goiabeira,MG,3127370,114.9502374180987,99.9999999999999
3127388,154.39279197814923,Goianá,MG,3127388,154.39279197814966,99.99999999999972
3127404,188.9858003709853,Gonçalves,MG,3127404,188.98580037098503,100.00000000000013
3127503,213.14124892347857,Gonzaga,MG,3127503,213.14124892347778,100.00000000000038
3127602,878.9391694277193,Gouveia,MG,3127602,878.9391694277233,99.99999999999955
3127701,2388.977151519114,Governador Valadares,MG,3127701,2388.977151519109,100.0000000000002
3127800,3951.6419035935237,Grão Mogol,MG,3127800,3951.641903593545,99.99999999999946
3127909,194.177505579269,Grupiara,MG,3127909,194.1775055792682,100.0000000000004
3128006,1093.454826435821,Guanhães,MG,3128006,1093.4548264358275,99.9999999999994
3128105,942.5135477050617,Guapé,MG,3128105,942.5135477050649,99.99999999999967
3128204,354.2380293516992,Guaraciaba,MG,3128204,354.2380293516984,100.00000000000023
3128253,396.14903317222746,Guaraciama,MG,3128253,396.1490331722274,100.00000000000003
3128303,296.85638680700174,Guaranésia,MG,3128303,296.8563868070012,100.0000000000002
3128402,268.3953890641305,Guarani,MG,3128402,268.39538906412855,100.00000000000071
3128501,90.0664618017356,Guarará,MG,3128501,90.06646180173577,99.99999999999982
3128600,2082.400779757725,Guarda-Mor,MG,3128600,2082.400779757715,100.00000000000048
3128709,288.43750212366035,Guaxupé,MG,3128709,288.4375021236603,100.00000000000003
3128808,161.0275430797301,Guidoval,MG,3128808,161.02754307973004,100.00000000000004
3128907,369.4777252697866,Guimarânia,MG,3128907,369.47772526978787,99.99999999999967
3129004,298.5806864033748,Guiricema,MG,3129004,298.58068640337564,99.99999999999972
3129103,1853.4556744711717,Gurinhatã,MG,3129103,1853.4556744711738,99.99999999999989
3129202,155.39991469160657,Heliodora,MG,3129202,155.3999146916059,100.00000000000044
3129301,347.4214601757669,Iapu,MG,3129301,347.42146017576613,100.00000000000023
3129400,350.87099567972217,Ibertioga,MG,3129400,350.8709980240555,99.9999993318532
3129509,2724.3056325765656,Ibiá,MG,3129509,2724.3056325765706,99.99999999999982
3129608,885.1763440275797,Ibiaí,MG,3129608,885.1763440275818,99.99999999999977
3129657,358.1299554718281,Ibiracatu,MG,3129657,358.1299554718281,100.0
3129707,565.6849252002914,Ibiraci,MG,3129707,565.6849252002949,99.9999999999994
3129806,73.3602966300776,Ibirité,MG,3129806,73.36029663007783,99.99999999999969
3129905,68.834196540471,Ibitiúra de Minas,MG,3129905,68.83419654047152,99.99999999999923
3130002,154.83807335377992,Ibituruna,MG,3130002,154.83807335378,99.99999999999994
3130051,632.9582108395053,Icaraí de Minas,MG,3130051,632.9582108395068,99.99999999999977
3130101,112.34650917187912,Igarapé,MG,3130101,112.34650917187938,99.99999999999977
3130200,220.88865282600162,Igaratinga,MG,3130200,220.88865282600125,100.00000000000017
3130309,633.9680733236223,Iguatama,MG,3130309,633.9680733236235,99.99999999999983
3130408,106.39761289806431,Ijaci,MG,3130408,106.39761289806417,100.00000000000013
3130507,379.7215219470641,Ilicínea,MG,3130507,379.7215219470639,100.00000000000007
3130556,200.60549841468037,Imbé de Minas,MG,3130556,200.60549841468034,100.00000000000003
3130606,150.77883231592833,Inconfidentes,MG,3130606,150.77883231592676,100.00000000000104
3130655,1024.2234682954643,Indaiabira,MG,3130655,1024.2234682954654,99.99999999999989
3130705,834.3344268340072,Indianópolis,MG,3130705,834.3344268340104,99.99999999999962
3130804,308.9322148449957,Ingaí,MG,3130804,308.9322148449952,100.00000000000016
3130903,874.9353060635278,Inhapim,MG,3130903,874.9353060635259,100.00000000000023
3131000,248.06330258424816,Inhaúma,MG,3131000,248.06330258424882,99.99999999999973
3131109,533.8850729062364,Inimutaba,MG,3131109,533.885072906236,100.00000000000007
3131158,115.33259150288582,Ipaba,MG,3131158,115.33259150288532,100.00000000000043
3131208,465.9372774453962,Ipanema,MG,3131208,465.9372774453956,100.00000000000013
3131307,167.80262940008313,Ipatinga,MG,3131307,167.8026294000832,99.99999999999997
3131406,467.08024032876386,Ipiaçu,MG,3131406,467.08024032876335,100.00000000000011
3131505,300.62567136484915,Ipuiúna,MG,3131505,300.6256713648507,99.99999999999949
3131604,358.35166664078054,Iraí de Minas,MG,3131604,358.3516666407817,99.99999999999967
3131703,1273.2174366867596,Itabira,MG,3131703,1273.217436686748,100.00000000000091
3131802,213.71588901545655,Itabirinha,MG,3131802,213.7158890154569,99.99999999999984
3131901,551.6439140679016,Itabirito,MG,3131901,551.6439140679001,100.00000000000027
3132008,1817.0034641652232,Itacambira,MG,3132008,1817.0034641652308,99.99999999999959
3132107,1242.3297715710605,Itacarambi,MG,3132107,1242.3297715710642,99.99999999999972
3132206,415.42112638987993,Itaguara,MG,3132206,415.4211263898819,99.99999999999952
3132305,491.04278667096014,Itaipé,MG,3132305,491.0427866709593,100.00000000000017
3132404,297.67943442772855,Itajubá,MG,3132404,297.6794344277298,99.99999999999957
3132503,2782.552951607502,Itamarandiba,MG,3132503,2782.552951607476,100.00000000000094
3132602,96.12919450422702,Itamarati de Minas,MG,3132602,96.12919450422702,100.0
3132701,1448.2069210648945,Itambacuri,MG,3132701,1448.2069210648945,100.0
3132800,386.21786938926175,Itambé do Mato Dentro,MG,3132800,386.2178693892598,100.00000000000051
3132909,245.28451040980428,Itamogi,MG,3132909,245.28451040980426,100.00000000000003
3133006,436.62796061151164,Itamonte,MG,3133006,436.6279606115132,99.99999999999964
3133105,144.91135635398854,Itanhandu,MG,3133105,144.91135635398868,99.9999999999999
3133204,498.7537615309593,Itanhomi,MG,3133204,498.753761530963,99.99999999999926
3133303,693.8724792068439,Itaobim,MG,3133303,693.8724792068411,100.0000000000004
3133402,1807.5628377952846,Itapagipe,MG,3133402,1807.5628377952798,100.00000000000027
3133501,1051.5830115966942,Itapecerica,MG,3133501,1051.5830115967003,99.99999999999942
3133600,178.74995408938634,Itapeva,MG,3133600,178.7499540893855,100.00000000000047
3133709,298.77403272093756,Itatiaiuçu,MG,3133709,298.7740327209372,100.00000000000011
3133758,154.49520863633984,Itaú de Minas,MG,3133758,154.4952086363398,100.00000000000003
3133808,501.70198147902113,Itaúna,MG,3133808,501.7019814790218,99.99999999999987
3133907,288.33072746789867,Itaverava,MG,3133907,288.3307274678997,99.99999999999964
3134004,1683.9738660300939,Itinga,MG,3134004,1683.973866030094,99.99999999999999
3134103,462.93787844039497,Itueta,MG,3134103,462.93787844039554,99.99999999999987
3134202,2605.119698141145,Ituiutaba,MG,3134202,2605.119698141139,100.00000000000023
3134301,237.43085478182692,Itumirim,MG,3134301,237.43085478182766,99.99999999999969
3134400,1407.2143059590896,Iturama,MG,3134400,1407.2143059590878,100.00000000000013
3134509,376.28350770965176,Itutinga,MG,3134509,376.28350770965267,99.99999999999976
3134608,1131.0284847453331,Jaboticatubas,MG,3134608,1131.028484745326,100.00000000000063
3134707,1430.49519830474,Jacinto,MG,3134707,1430.495198304744,99.99999999999972
3134806,412.110951104689,Jacuí,MG,3134806,412.11095110468824,100.00000000000017
3134905,350.16279671728347,Jacutinga,MG,3134905,350.1627967172846,99.99999999999967
3135001,166.59169400759654,Jaguaraçu,MG,3135001,166.59169400759677,99.99999999999987
3135050,2675.5505533033065,Jaíba,MG,3135050,2675.5505533033124,99.99999999999977
3135076,527.8061426128302,Jampruca,MG,3135076,527.8061426128328,99.9999999999995
3135100,2216.1202663708627,Janaúba,MG,3135100,2216.120266370856,100.00000000000031
3135209,6741.232039325937,Januária,MG,3135209,6741.23203932599,99.99999999999922
3135308,173.8087151524929,Japaraíba,MG,3135308,173.8087151524935,99.99999999999966
3135357,380.15188585975824,Japonvar,MG,3135357,380.1518858597585,99.99999999999993
3135407,239.39244181108882,Jeceaba,MG,3135407,239.39244181108907,99.99999999999989
3135456,289.97779693328266,Jenipapo de Minas,MG,3135456,289.97779693328135,100.00000000000044
3135506,557.4355087456883,Jequeri,MG,3135506,557.4355087456904,99.99999999999962
3135605,1284.5300789208784,Jequitaí,MG,3135605,1284.5300789208738,100.00000000000036
3135704,451.1074982249118,Jequitibá,MG,3135704,451.10749822491266,99.99999999999982
3135803,3596.912209120077,Jequitinhonha,MG,3135803,3596.9122091200747,100.00000000000007
3135902,155.39355700111068,Jesuânia,MG,3135902,155.3935570011102,100.00000000000031
3136009,1703.5996026348182,Joaíma,MG,3136009,1703.5996026348105,100.00000000000044
3136108,237.35771146613058,Joanésia,MG,3136108,237.35771146613052,100.00000000000003
3136207,100.73636426568572,João Monlevade,MG,3136207,100.7363642656855,100.00000000000023
3136306,10824.340725564485,João Pinheiro,MG,3136306,10824.340725564489,99.99999999999997
3136405,801.6923349780403,Joaquim Felício,MG,3136405,801.6923349780421,99.99999999999977
3136504,561.2193521874215,Jordânia,MG,3136504,561.2193521874196,100.00000000000033
3136520,388.21478817062956,José Gonçalves de Minas,MG,3136520,388.2147881706299,99.99999999999991
3136553,184.13737179544867,José Raydan,MG,3136553,184.13737179544776,100.00000000000048
3136579,551.38535365312,Josenópolis,MG,3136579,551.38535365312,100.0
3136603,174.67459026225637,Nova União,MG,3136603,174.674590262256,100.00000000000023
3136652,98.23806994262782,Juatuba,MG,3136652,98.23806994262787,99.99999999999994
3136702,1456.805224558323,Juiz de Fora,MG,3136702,1456.8052245583276,99.99999999999969
3136801,438.2270200648953,Juramento,MG,3136801,438.2270200648961,99.99999999999983
3136900,221.9909612912927,Juruaia,MG,3136900,221.99096129129177,100.00000000000043
3136959,1079.7564722541229,Juvenília,MG,3136959,1079.7564722541192,100.00000000000033
3137007,884.1652924962692,Ladainha,MG,3137007,884.1652924962635,100.00000000000064
3137106,1485.338179465446,Lagamar,MG,3137106,1485.3381794654515,99.99999999999963
3137205,444.2896149143529,Lagoa da Prata,MG,3137205,444.289614914351,100.00000000000044
3137304,607.908934915565,Lagoa dos Patos,MG,3137304,607.9089349155654,99.99999999999994
3137403,482.97063612974165,Lagoa Dourada,MG,3137403,482.9706361297399,100.00000000000036
3137502,847.7043115584419,Lagoa Formosa,MG,3137502,847.7043115584418,100.00000000000003
3137536,1245.9614174767446,Lagoa Grande,MG,3137536,1245.961417476739,100.00000000000047
3137601,232.59852003616678,Lagoa Santa,MG,3137601,232.59852003616794,99.9999999999995
3137700,440.90310071528,Lajinha,MG,3137700,440.90310071527983,100.00000000000004
3137809,215.19630890033596,Lambari,MG,3137809,215.196308900336,99.99999999999999
3137908,120.3608052680477,Lamim,MG,3137908,120.36080526804793,99.99999999999982
3138005,208.51151093670168,Laranjal,MG,3138005,208.5115109367014,100.00000000000013
3138104,3242.7312961790235,Lassance,MG,3138104,3242.7312961790194,100.00000000000013
3138203,570.7766437984219,Lavras,MG,3138203,570.7766437984211,100.00000000000013
3138302,355.8424912903503,Leandro Ferreira,MG,3138302,355.8424912903514,99.9999999999997
3138351,285.0030222032515,Leme do Prado,MG,3138351,285.00302220325085,100.00000000000023
3138401,959.1890376375959,Leopoldina,MG,3138401,959.1890376375918,100.00000000000043
3138500,406.27302245396714,Liberdade,MG,3138500,406.2730224539656,100.00000000000038
3138609,860.0223496108623,Lima Duarte,MG,3138609,860.0223496108631,99.99999999999991
3138625,1319.1721528177618,Limeira do Oeste,MG,3138625,1319.1721528177568,100.00000000000038
3138658,262.4009206827302,Lontra,MG,3138658,262.4009206827304,99.99999999999993
3138674,148.19947443206993,Luisburgo,MG,3138674,148.19947443207002,99.99999999999994
3138682,416.8592548098194,Luislândia,MG,3138682,416.8592548098181,100.00000000000031
3138708,505.60356910850817,Luminárias,MG,3138708,505.6035691085059,100.00000000000044
3138807,1182.658837909447,Luz,MG,3138807,1182.6588379094444,100.00000000000023
3138906,340.58280732736546,Machacalis,MG,3138906,340.5828073273667,99.99999999999963
