Ministério da Integração e do Desenvolvimento Regional
Secretaria Nacional de Proteção e Defesa Civil 
Relatório Gerencial - Danos Informados
Data Inicial: 01/01/2024 Data Final: 31/12/2024 UF: RS
UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
RS;Vale Real;04/05/2024;RS-F-4322541-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5121;0;10;0;300;1200;0;4548;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Vila Flores;04/05/2024;RS-F-4323309-12200-20240429;12200 - Enxurradas;Reconhecido;3207;0;0;0;0;0;0;200;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Porto Alegre;06/05/2024;RS-F-4314902-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1409939;0;50;50;83;10000;0;0;98;98;1.5E7;5;1;500000.0;10;0;1000000.0;2;0;100000.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;MAIS DE 20%;MAIS DE 20%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Brochier;30/04/2024;RS-F-4302659-12100-20240429;12100 - Inundações;Registro;4677;0;0;0;0;5;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Dois Irmãos;07/05/2024;RS-F-4306403-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;27572;0;0;0;0;60;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;1500000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Gramado;05/05/2024;RS-F-4309100-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;32300;7;2;0;272;900;0;103;130;42;2.25E7;0;0;0.0;4;0;500000.0;1;0;100000.0;0;0;0.0;500;11;1.0E7;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Coqueiro Baixo;07/05/2024;RS-F-4305835-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1528;0;0;0;1;10;0;1279;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Cristal;30/04/2024;RS-F-4306056-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;7280;0;0;0;0;144;0;0;36;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Vendelino;03/05/2024;RS-F-4319752-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1944;2;5;0;65;43;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Paverama;30/04/2024;RS-F-4314159-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8047;2;0;0;0;95;0;5000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Restinga Seca;03/05/2024;RS-F-4315503-12200-20240429;12200 - Enxurradas;Registro;15850;0;0;0;151;146;0;0;500;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Restinga Seca;06/05/2024;RS-F-4315503-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;15850;0;0;0;151;146;0;0;500;0;600000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;181000.0;0.0;0.0;0.0;9.78E7;4625734.0;0.0;0.0;0.0
RS;Passa Sete;04/05/2024;RS-F-4314068-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5159;0;0;0;0;1000;0;3982;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Ivorá;03/05/2024;RS-F-4310751-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2156;0;1;6;11;23;0;177;0;2;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;DE 0% A 5%;;;5000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Carlos Barbosa;29/04/2024;RS-F-4304804-12200-20240429;12200 - Enxurradas;Registro;25193;0;3;0;60;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Barão;06/05/2024;RS-F-4301651-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;5742;0;0;0;0;81;0;0;33;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;15;1;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Carlos Barbosa;03/05/2024;RS-F-4304804-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;25193;0;0;0;73;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Sepé;02/05/2024;RS-F-4319604-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23798;0;10;0;597;206;0;20000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Antônio Prado;06/05/2024;RS-F-4300802-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12837;0;3;0;36;40;0;12758;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Capitão;06/05/2024;RS-F-4304697-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2636;2;15;0;32;106;0;2789;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Três Cachoeiras;07/05/2024;RS-F-4321667-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10239;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;3;0;300000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Estrela Velha;06/05/2024;RS-F-4307815-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3628;0;0;0;14;32;0;3024;20;5;1200000.0;2;0;60000.0;0;0;0.0;0;0;0.0;0;0;0.0;1;1;1.05E7;;;;;;60000.0;200000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.428E7;5000000.0;0.0;0.0;0.0
RS;Alegrete;04/05/2024;RS-F-4300406-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;77673;0;0;0;214;296;0;690;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Quaraí;02/05/2024;RS-F-4315305-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;23021;0;0;0;57;0;0;7000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Agudo;04/05/2024;RS-F-4300109-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;16729;0;1;9;100;27;0;15904;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Herveiras;07/05/2024;RS-F-4309571-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2954;0;0;0;0;40;0;2486;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Pedro do Sul;06/05/2024;RS-F-4319406-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;16371;0;0;2;4;120;0;500;65;20;3550000.0;1;0;10000.0;6;0;200000.0;0;0;0.0;0;0;0.0;307;0;7500000.0;;;;;;0.0;0.0;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.227207E7;72000.0;0.0;0.0;0.0
RS;Tupanciretã;04/05/2024;RS-F-4322202-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;22286;0;0;0;1;46;0;19958;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Santo Antônio da Patrulha;09/05/2024;RS-F-4317608-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;39679;0;0;0;0;0;0;9886;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São João do Polêsine;06/05/2024;RS-F-4318432-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2635;1;1;1;21;100;0;2525;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Camaquã;06/05/2024;RS-F-4303509-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;62759;0;0;0;0;0;0;1000;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;1200;320000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3E7;0.0;0.0;0.0;0.0
RS;Santana da Boa Vista;03/05/2024;RS-F-4317004-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;8244;0;0;0;4;0;0;8240;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Viamão;09/05/2024;RS-F-4323002-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;239234;0;0;0;11;378;0;0;0;0;0.0;1;0;100000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;250000.0;1000000.0;250000.0;10960.0;0.0;0.0;0.0;0.0;0.0;250000.0;0.0;6.576564024E7;0.0;0.0;100000.0;200000.0
RS;Jaguarão;06/05/2024;RS-F-4311007-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;27942;0;0;0;0;0;0;27942;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Bom Princípio;03/05/2024;RS-F-4302352-13214-20240429;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11792;1;0;0;171;468;0;63;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;19;2;5426521.5;;;;;;0.0;20000.0;0.0;200000.0;0.0;30000.0;0.0;0.0;1000.0;0.0;0.0;4613104.0;4382500.0;1.2E7;0.0;0.0
RS;Arroio Grande;03/05/2024;RS-F-4301305-13214-20240428;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;18469;0;0;0;4;8;0;800;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Roca Sales;05/05/2024;RS-F-4315800-13214-20240428;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;10287;3;14;0;350;3000;14;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Osório;22/05/2024;RS-F-4313508-12300-20240428;12300 - Alagamentos;Não reconhecido;40941;0;0;0;0;10;0;0;16;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8676640.0;0.0;0.0;0.0;0.0
RS;Bom Jesus;07/05/2024;RS-F-4302303-13215-20240427;13215 - Tempestade Local/Convectiva - Vendaval;Reconhecido;11556;0;0;0;0;0;0;11309;27;0;220000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;10000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7129200.0;472000.0;0.0;0.0;0.0
RS;Monte Alegre dos Campos;29/04/2024;RS-F-4312377-13215-20240427;13215 - Tempestade Local/Convectiva - Vendaval;Reconhecido;3098;0;0;0;2;0;0;276;45;0;700000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Fagundes Varela;04/05/2024;RS-F-4307864-13214-20240427;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2579;0;0;0;0;5;0;150;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;43;0;5330000.0;;;;;;0.0;6006.0;548357.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;São Leopoldo;07/05/2024;RS-F-4318705-13214-20240427;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;214210;1;0;0;15000;165000;0;36436;40000;5000;3.29E9;21;0;4.9E7;53;0;2.4E8;0;0;0.0;1630;0;3.378495E7;500000;0;1.269E9;MAIS DE 20%;;MAIS DE 20%;;;0.0;6600000.0;990000.0;2.4E7;0.0;0.0;0.0;1155000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Selbach;06/05/2024;RS-F-4320305-12300-20240427;12300 - Alagamentos;Reconhecido;4929;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Pinheiro Machado;03/05/2024;RS-F-4314506-13214-20240426;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;12787;0;0;0;0;0;0;11214;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Mariana Pimentel;06/05/2024;RS-F-4311981-13214-20240426;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3768;0;0;0;0;2;0;280;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Nova Prata;02/05/2024;RS-F-4313300-12200-20240424;12200 - Enxurradas;Reconhecido;22830;0;0;0;3;180;0;8412;102;0;1000000.0;1;0;2000000.0;0;0;0.0;0;0;0.0;0;0;0.0;5;1;4500000.0;;;;;;300000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Sapiranga;05/05/2024;RS-F-4319901-13214-20240424;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;75020;0;0;0;55;273;0;2500;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Estância Velha;08/05/2024;RS-F-4307609-13214-20240424;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;42589;0;0;0;0;0;0;12;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Guarani das Missões;14/05/2024;RS-F-4309506-13214-20240424;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;8115;0;0;0;0;0;0;7415;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Lajeado;24/04/2024;RS-F-4311403-12200-20240423;12200 - Enxurradas;Registro;71481;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Passa Sete;24/04/2024;RS-F-4314068-13214-20240423;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;5159;0;0;0;0;0;0;3982;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;20;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;600000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Alegrete;18/04/2024;RS-F-4300406-12100-20240418;12100 - Inundações;Registro;77673;0;0;0;0;6;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Jaguari;19/04/2024;RS-F-4311106-13214-20240416;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;11478;0;0;0;0;36;0;11442;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;200000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200000.0;0.0;0.0;0.0;1.24416E7;0.0;0.0;0.0;0.0
RS;Quevedos;22/04/2024;RS-F-4315321-13214-20240416;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;2710;0;0;0;0;0;0;2710;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;203000.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;203000.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
RS;Capão do Cipó;16/04/2024;RS-F-4304655-13214-20240416;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;3107;0;0;0;0;0;0;3699;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;323500.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;323500.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0
RS;São Vicente do Sul;25/04/2024;RS-F-4319802-13214-20240416;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;8440;0;0;0;0;0;0;10;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Cacequi;18/04/2024;RS-F-4302907-13214-20240415;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;13685;0;0;0;0;0;0;2404;10;0;15000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;8;0;1098400.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1098400.0;0.0;0.0;0.0;4.312356E7;0.0;0.0;0.0;0.0
RS;Maximiliano de Almeida;20/04/2024;RS-F-4312203-13214-20240413;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4907;0;0;0;0;0;0;4191;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;2;2;1126711.56;DE 5% A 10%;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1126711.56;0.0;0.0;0.0;4236480.0;25722.83;0.0;0.0;0.0
RS;David Canabarro;20/04/2024;RS-F-4306304-13214-20240413;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;4683;0;0;0;0;0;0;1728;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;26;0;589146.2;MAIS DE 20%;;;MAIS DE 20%;;0.0;3046.2;0.0;0.0;0.0;0.0;0.0;589146.2;0.0;0.0;0.0;2031333.34;337500.0;0.0;0.0;0.0
RS;Gentil;17/04/2024;RS-F-4308854-13214-20240413;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Reconhecido;1677;0;0;0;0;1;0;599;0;1;14000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;212300.0;;;;;;0.0;7550.0;0.0;0.0;0.0;0.0;0.0;212300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Lajeado;08/04/2024;RS-F-4311403-12200-20240407;12200 - Enxurradas;Registro;71481;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Cerro Branco;09/04/2024;RS-F-4305132-13214-20240407;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;4454;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS;Vacaria;14/05/2024;RS-F-4322509-13214-20240402;13214 - Tempestade Local/Convectiva - Chuvas Intensas;Registro;61345;0;0;0;0;10;0;0;50;0;1000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
