CD_MUN,municipality,area,population2022,population2024,event,status,deaths,injured,sick,missing,evacuated,displaced,otherAffected,record,totalAffected,totalNotAffected,totalAffectedNormalized,totalNotAffectedNormalized,percentageAffected
4314555,Pirapó,281.794,2260,2260,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1200,11/05/2024,1200,1557,1200,1557,43.52557127
4314605,Piratini,3538.3,17504,17792,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,19831,06/05/2024,19831,0,19831,0,100
4314704,Planalto,228.552,10406,10624,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,10524,04/05/2024,10524,0,10524,0,100
4314753,Poço das Antas,67.618,2171,2222,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,1,61,0,1955,07/05/2024,2017,0,2017,0,100
4314779,Pontão,502.709,3296,3350,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5,0,0,07/05/2024,5,3852,5,3852,0.129634431
4314787,Ponte Preta,99.504,1575,1604,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,167,0,1408,03/05/2024,1575,175,1575,175,90
4314803,Portão,159.298,34071,35237, Inundações,Reconhecido,0,0,0,0,70,22,100,02/05/2024,192,30689,192,30689,0.621741524
4314902,Porto Alegre,495.977,1332845,1389322,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,50,50,0,10000,83,0,06/05/2024,10183,1399756,10183,1399756,0.722229827
4315008,Porto Lucena,250.876,4360,4424,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,33,2,4325,06/05/2024,4360,1061,4360,1061,80.42796532
4315057,Porto Mauá,105.811,2142,2176,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2142,06/05/2024,2142,402,2142,402,84.19811321
4315073,Porto Vera Cruz,114.284,1560,1585,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1560,06/05/2024,1560,292,1560,292,84.23326134
4315107,Porto Xavier,281.497,9938,10132,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,760,50,9748,06/05/2024,10558,2,10558,2,99.98106061
4315131,Pouso Novo,105.338,1739,1773,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,2,0,0,90,0,1647,08/05/2024,1739,136,1739,136,92.74666667
4315149,Presidente Lucena,49.628,3077,3159,Enxurradas,Reconhecido,0,0,0,0,0,0,3077,02/05/2024,3077,-592,3077,0,100
4315156,Progresso,256.039,5340,5430,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5340,03/05/2024,5340,821,5340,821,86.67424119
4315172,Protásio Alves,171.994,2025,2069,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,13,0,61,03/05/2024,74,1926,74,1926,3.7
4315206,Putinga,216.159,3747,3814,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,0,0,0,03/05/2024,1,4146,1,4146,0.024113817
4315305,Quaraí,3139.995,23500,23988,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,57,7000,02/05/2024,7057,15964,7057,15964,30.6546197
4315313,Quatro Irmãos,268.971,1552,1579,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1552,21/05/2024,1552,226,1552,226,87.28908886
4315321,Quevedos,543.359,2507,2555,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2710,22/04/2024,2710,0,2710,0,100
4315354,Quinze de Novembro,223.072,3910,4000,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2500,02/05/2024,2500,1153,2500,1153,68.43690118
4315404,Redentora,303.705,9738,9934,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,65,42,10115,03/05/2024,10222,0,10222,0,100
4315453,Relvado,108.188,1796,1828,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4,0,0,2,800,400,0,04/05/2024,1206,949,1206,949,55.96287703
4315503,Restinga Sêca,968.62,14939,15213,Enxurradas,Registro,0,0,0,0,146,151,0,03/05/2024,297,15553,297,15553,1.873817035
4315552,Rio dos Índios,235.854,2835,2874,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5,0,3611,07/05/2024,3616,0,3616,0,100
4315602,Rio Grande,2682.867,191900,198958,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,09/05/2024,0,197253,0,197253,0
4315701,Rio Pardo,2051.112,34654,35666, Inundações,Reconhecido,0,0,0,0,3088,414,0,02/05/2024,3502,34100,3502,34100,9.313334397
4315750,Riozinho,239.09,4473,4572,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,13,0,4460,06/05/2024,4473,-146,4473,0,100
4315800,Roca Sales,208.108,10418,10644,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3,14,0,14,3000,350,0,05/05/2024,3381,6906,3381,6906,32.86672499
4315909,Rodeio Bonito,83.278,6654,6821,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6694,04/05/2024,6694,-951,6694,0,100
4315958,Rolador,295.201,2291,2332,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,8,0,2192,09/05/2024,2200,346,2200,346,86.41005499
4316006,Rolante,296.09,21253,21733,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,4,0,0,7000,200,14049,05/05/2024,21253,-1760,21253,0,100
4316105,Ronda Alta,418.675,9777,9972,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,10228,03/05/2024,10228,0,10228,0,100
4316204,Rondinha,252.454,4991,5083,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5520,03/05/2024,5520,0,5520,0,100
4316303,Roque Gonzales,349.084,6576,6698,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,06/05/2024,0,7206,0,7206,0
4316402,Rosário do Sul,4343.656,36630,37700,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,158,0,3860,06/05/2024,4018,35733,4018,35733,10.10792181
4316428,Sagrada Família,77.889,2480,2529,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,16,0,2579,03/05/2024,2595,0,2595,0,100
4316436,Saldanha Marinho,221.554,2575,2621,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2575,29/05/2024,2575,294,2575,294,89.75252701
4316451,Salto do Jacuí,507.698,10203,10373,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,120,0,10168,03/05/2024,10288,1592,10288,1592,86.5993266
4316477,Salvador das Missões,95.952,2877,2953,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2877,09/05/2024,2877,-208,2877,0,100
4316501,Salvador do Sul,99.026,6879,7182,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,0,0,0,60,30,0,06/05/2024,92,6655,92,6655,1.363568994
4316600,Sananduva,504.499,16399,16759,Tempestade Local/Convectiva - Chuvas Intensas,Registro,0,0,0,0,0,0,0,21/05/2024,0,15373,0,15373,0
4316709,Santa Bárbara do Sul,975.799,8122,8275,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8829,28/05/2024,8829,0,8829,0,100
4316733,Santa Cecília do Sul,200.056,1674,1710,,,,,,,,,,,,,,,
4316758,Santa Clara do Sul,86.491,6887,7067,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,60,0,0,30/04/2024,61,5631,61,5631,1.07167955
4316808,Santa Cruz do Sul,734.516,133230,138104,Alagamentos,Reconhecido,1,5,20,3,11603,272,6961,06/05/2024,18865,99422,18865,99422,15.94849814
4316907,Santa Maria,1780.194,271735,282244,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5,2,0,0,2000,120,269000,02/05/2024,271127,-10100,271127,0,100
4316956,Santa Maria do Herval,140.437,6340,6482,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,56,16/05/2024,56,5997,56,5997,0.925161077
4316972,Santa Margarida do Sul,955.299,2596,2658,Santa Margarida do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2352,03/05/2024,2352,2352,2352,0
4317004,Santana da Boa Vista,1418.805,7024,7140,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,4,8240,03/05/2024,8244,-1104,8244,0,100
4317103,Sant'Ana do Livramento,6946.407,84421,87296,Sant'Ana do Livramento,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8703,23/05/2024,8703,82513,8703,73810
4317202,Santa Rosa,489.38,76963,79395,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1300,06/05/2024,1300,67295,1300,67295,1.895181865
4317251,Santa Tereza,73.669,1505,1531,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,948,0,557,02/05/2024,1505,212,1505,212,87.65288294
4317301,Santa Vitória do Palmar,5206.977,30983,31961,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,60,25,30917,10/05/2024,31002,0,31002,0,100
4317400,Santiago,2413.419,48938,50331,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,12,6,49280,04/05/2024,49298,-216,49298,0,100
4317509,Santo Ângelo,678.502,76917,79130,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,76304,07/05/2024,76304,0,76304,0,100
4317558,Santo Antônio do Palma,126.094,2091,2134,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,6,0,2133,06/05/2024,2139,0,2139,0,100
4317608,Santo Antônio da Patrulha,1049.583,42947,44393,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,9886,09/05/2024,9886,29793,9886,29793,24.91494241
4317707,Santo Antônio das Missões,1710.466,10300,10493,Tempestade Local/Convectiva - Vendaval,Registro,0,0,0,0,0,0,520,19/06/2024,520,10690,520,10690,4.638715433
4317756,Santo Antônio do Planalto,203.44,2089,2136,,,,,,,,,,,,,,,
4317806,Santo Augusto,467.775,13902,14196,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,13970,03/05/2024,13970,0,13970,0,100
4317905,Santo Cristo,367.202,15320,15656,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,15320,06/05/2024,15320,-942,15320,0,100
4317954,Santo Expedito do Sul,125.334,2349,2395,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2461,06/05/2024,2461,0,2461,0,100
4318002,São Borja,3616.674,59676,61323, Inundações,Reconhecido,0,0,0,0,500,200,1000,07/05/2024,1700,59962,1700,59962,2.756965392
4318051,São Domingos do Sul,78.67,2754,2808,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2926,03/05/2024,2926,0,2926,0,100
4318101,São Francisco de Assis,2534.789,17618,17949,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,0,3000,03/05/2024,3040,16218,3040,16218,15.78564752
4318200,São Francisco de Paula,3317.794,21893,22373,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,4,20496,03/05/2024,20540,0,20540,0,100
4318309,São Gabriel,5053.46,58487,60102, Inundações,Reconhecido,0,0,0,0,1850,50,10000,30/04/2024,11900,48608,11900,48608,19.66682092
4318408,São Jerônimo,935.596,21028,21421,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,120,150,1,4080,975,16815,06/05/2024,22141,0,22141,0,100
4318424,São João da Urtiga,171.504,4461,4549,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4726,05/05/2024,4726,0,4726,0,100
4318432,São João do Polêsine,78.32,2649,2707,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,1,1,0,100,21,2525,06/05/2024,2649,-14,2649,0,100
4318440,São Jorge,125.731,2912,2976,Enxurradas,Registro,0,0,0,0,90,0,2684,03/05/2024,2774,0,2774,0,100
4318457,São José das Missões,98.125,2362,2403,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,8,0,2712,03/05/2024,2720,0,2720,0,100
4318465,São José do Herval,102.912,1902,1934,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,800,02/05/2024,800,1404,800,1404,36.29764065
4318481,São José do Hortêncio,63.709,4447,4551,Enxurradas,Reconhecido,0,0,0,0,143,2,100,06/05/2024,245,3849,245,3849,5.984367367
4318499,São José do Inhacorá,77.732,2406,2463,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,20,0,2386,06/05/2024,2406,-206,2406,0,100
4318507,São José do Norte,1072.338,25443,26245, Inundações,Reconhecido,0,0,0,0,1000,273,0,10/05/2024,1273,24250,1273,24250,4.987658191
4318606,São José do Ouro,335.215,6834,6978,,,,,,,,,,,,,,,
4318614,São José do Sul,54.764,2380,2440,Enxurradas,Reconhecido,0,0,0,0,13,0,1632,02/05/2024,1645,437,1645,437,79.01056676
4318622,São José dos Ausentes,1173.907,4172,4286,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,700,06/05/2024,700,2590,700,2590,21.27659574
4318705,São Leopoldo,103.009,217409,225669,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,165000,15000,36436,07/05/2024,216437,-2227,216437,0,100
4318804,São Lourenço do Sul,2039.257,41989,43283,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,2000,152,40962,10/05/2024,43114,0,43114,0,100
4318903,São Luiz Gonzaga,1296.773,34752,35858,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,34558,30/05/2024,34558,0,34558,0,100
4319000,São Marcos,256.159,21084,21537,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,0,350,03/05/2024,365,19740,365,19740,1.815468789
4319109,São Martinho,171.245,5481,5589,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5773,08/05/2024,5773,0,5773,0,100
4319125,São Martinho da Serra,669.547,2860,2911,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,250,23,0,06/05/2024,273,2928,273,2928,8.528584817
4319158,São Miguel das Missões,1228.91,7056,7196,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,7056,06/05/2024,7056,365,7056,365,95.0815254
4319208,São Nicolau,497.446,5118,5248,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5727,10/05/2024,5727,0,5727,0,100
4319307,São Paulo das Missões,222.504,5846,5948,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4,10/05/2024,4,6363,4,6363,0.062823936
4319356,São Pedro da Serra,37.631,3548,3614,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,1,0,0,40,38,0,04/05/2024,79,3238,79,3238,2.381670184
4319364,São Pedro das Missões,79.894,1757,1791,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1757,03/05/2024,1757,129,1757,129,93.16012725
4319372,São Pedro do Butiá,107.394,3070,3139,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,0,0,0,0,0,0,3070,06/05/2024,3070,-197,3070,0,100
4319406,São Pedro do Sul,873.394,15577,15870,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,2,0,120,4,500,06/05/2024,626,15745,626,15745,3.82383483
4319505,São Sebastião do Caí,113.097,24428,24883,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5000,600,18828,05/05/2024,24428,-2484,24428,0,100
4319604,São Sepé,2204.779,21219,21575,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,0,206,597,20000,02/05/2024,20813,2985,20813,2985,87.45692915
4319703,São Valentim,154.45,3264,3324,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3264,03/05/2024,3264,368,3264,368,89.86784141
4319711,São Valentim do Sul,91.898,2207,2255,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,1,70,15,2207,05/05/2024,2303,-135,2303,0,100
4319737,São Valério do Sul,107.402,2543,2594,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2543,07/05/2024,2543,104,2543,104,96.0710238
4319752,São Vendelino,31.899,2251,2306,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,5,0,0,43,65,0,03/05/2024,115,1829,115,1829,5.91563786
4319802,São Vicente do Sul,1174.225,8097,8259,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,90,60,8290,06/05/2024,8440,0,8440,0,100
4319901,Sapiranga,137.759,75648,77898,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,273,55,2500,05/05/2024,2828,72192,2828,72192,3.769661424
4320008,Sapucaia do Sul,58.247,132107,136542,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,5000,550,56000,05/05/2024,61550,69438,61550,69438,46.98903716
4320107,Sarandi,351.718,22851,23356,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,845,35,20432,03/05/2024,21312,0,21312,0,100
4320206,Seberi,301.032,11950,12313,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,60,20,11870,03/05/2024,11950,-1048,11950,0,100
4320230,Sede Nova,119.312,2704,2753,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,06/05/2024,0,3011,0,3011,0
4320263,Segredo,245.17,6009,6107,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6009,03/05/2024,6009,1149,6009,1149,83.94803018
4320305,Selbach,176.47,5107,5220,Alagamentos,Reconhecido,0,0,0,0,0,0,0,06/05/2024,0,4929,0,4929,0
4320321,Senador Salgado Filho,147.097,2673,2726,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2673,06/05/2024,2673,141,2673,141,94.98933902
4320354,Sentinela do Sul,282.13,5306,5422,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,4,687,04/05/2024,691,4506,691,4506,13.29613238
4320404,Serafina Corrêa,163.31,16961,17379,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,3,0,1,466,106,16383,02/05/2024,16961,-2718,16961,0,100
4320453,Sério,105.428,1941,2093,Enxurradas,Reconhecido,0,0,0,0,41,0,2240,03/05/2024,2281,0,2281,0,100
4320503,Sertão,440.631,5541,5637,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6294,06/05/2024,6294,0,6294,0,100
4320552,Sertão Santana,252.013,5863,5988,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3,500,1800,07/05/2024,2303,3547,2303,3547,39.36752137
4320578,Sete de Setembro,131.66,1830,1884,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1830,10/05/2024,1830,296,1830,296,86.07714017
4320602,Severiano de Almeida,167.598,3406,3467,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,180,0,3662,03/05/2024,3842,0,3842,0,100
4320651,Silveira Martins,119.285,2028,2060,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,200,24,2227,07/05/2024,2452,0,2452,0,100
4320677,Sinimbu,509.778,8578,8698,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,1200,800,6578,01/05/2024,8578,1489,8578,1489,85.20909904
4320701,Sobradinho,128.823,14226,14512,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,140,510,13576,06/05/2024,14226,59,14226,59,99.58697935
4320800,Soledade,1215.056,29991,30936,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,25,15,30025,03/05/2024,30065,0,30065,0,100
4320859,Tabaí,94.754,4461,4565,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,50,01/05/2024,50,4081,50,4081,1.210360687
4320909,Tapejara,238.082,24557,25201,,,,,,,,,,,,,,,
4321006,Tapera,179.935,10592,10822,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,10,26,0,06/05/2024,36,10416,36,10416,0.344431688
4321105,Tapes,805.452,14695,14938,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,608,72,2320,17/05/2024,3000,13649,3000,13649,18.01910025
4321204,Taquara,450.195,53242,54360,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,0,0,0,8800,439,6747,06/05/2024,15988,38668,15988,38668,29.25204918
4321303,Taquari,349.967,25198,25968,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,894,90,24214,01/05/2024,25198,937,25198,937,96.41476947
4321329,Taquaruçu do Sul,76.917,3119,3190,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,0,3104,03/05/2024,3119,-149,3119,0,100
4321352,Tavares,610.107,5212,5319,Alagamentos,Reconhecido,0,0,0,0,0,0,1800,09/05/2024,1800,3551,1800,3551,33.63857223
4321402,Tenente Portela,337.495,14497,14811,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,12,0,13704,06/05/2024,13716,0,13716,0,100
4321436,Terra de Areia,142.304,10334,10569,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,40,0,100,21/05/2024,140,9738,140,9738,1.41729095
4321451,Teutônia,175.874,32797,33963,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,3,250,21,0,01/05/2024,274,26991,274,26991,1.004951403
4321469,Tio Hugo,113.944,3267,3352,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3267,23/06/2024,3267,-543,3267,0,100
4321477,Tiradentes do Sul,236.653,5129,5201,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,6461,04/05/2024,6461,0,6461,0,100
4321493,Toropi,198.316,2554,2598,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,11,0,0,04/05/2024,11,2941,11,2941,0.372628726
4321501,Torres,161.63,41751,43268,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,4,0,0,6,0,60,02/05/2024,70,34576,70,34576,0.202043526
4321600,Tramandaí,142.878,54387,56296,,,,,,,,,,,,,,,
4321626,Travesseiro,80.681,2152,2193,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,20,3,1,350,40,2152,03/05/2024,2568,-254,2568,0,100
4321634,Três Arroios,148.601,2591,2638,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,11,0,2580,06/05/2024,2591,264,2591,264,90.7530648
4321667,Três Cachoeiras,251.483,10962,11216,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,0,07/05/2024,0,10239,0,10239,0
4321709,Três Coroas,168.124,24425,24420,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3,0,0,0,18200,1120,0,05/05/2024,19323,4532,19323,4532,81.0018864
4321808,Três de Maio,421.461,24916,25452,Enxurradas,Não reconhecido,0,0,0,0,8,0,23718,07/05/2024,23726,0,23726,0,100
4321832,Três Forquilhas,217.386,2760,2814,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,384,0,508,05/05/2024,892,2020,892,2020,30.63186813
4321857,Três Palmeiras,180.599,4716,4826,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,4617,03/05/2024,4617,-236,4617,0,100
4321907,Três Passos,268.902,25436,26284,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,25436,04/05/2024,25436,-1463,25436,0,100
4321956,Trindade do Sul,268.417,7556,7766,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,24,0,5763,03/05/2024,5787,0,5787,0,100
4322004,Triunfo,817.807,27498,28414,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,8000,937,18561,07/05/2024,27498,-1687,27498,0,100
4322103,Tucunduva,181.198,5542,5649,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,5901,03/05/2024,5901,0,5901,0,100
4322152,Tunas,217.302,3681,3739,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,120,0,3561,06/05/2024,3681,714,3681,714,83.75426621
4322186,Tupanci do Sul,135.664,1374,1398,,,,,,,,,,,,,,,
4322202,Tupanciretã,2253.234,20005,20345,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,46,1,19958,04/05/2024,20005,2281,20005,2281,89.76487481
4322251,Tupandi,59.406,5029,5160,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,50,0,4979,02/05/2024,5029,-1110,5029,0,100
4322301,Tuparendi,307.71,8363,8536,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,8557,06/05/2024,8557,0,8557,0,100
4322327,Turuçu,253.635,3419,3489,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1400,15/05/2024,1400,2122,1400,2122,39.75014196
4322343,Ubiretama,125.876,1994,2028,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2296,06/05/2024,2296,0,2296,0,100
4322350,União da Serra,131.154,1170,1186,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,1080,04/05/2024,1080,407,1080,407,72.62945528
4322376,Unistalda,602.26,1995,2052,,,,,,,,,,,,,,,
4322400,Uruguaiana,5702.098,117210,120885, Inundações,Reconhecido,0,0,0,0,1836,297,1200,07/05/2024,3333,122174,3333,122174,2.65562877
4322509,Vacaria,2124.492,64197,66110,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,64817,07/05/2024,64817,-3472,64817,0,100
4322525,Vale Verde,329.727,3150,3214,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,73,0,1613,28/05/2024,1686,1567,1686,1567,51.82908085
4322533,Vale do Sol,329.389,9897,10080,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1,0,0,0,300,16,2000,03/05/2024,2317,8760,2317,8760,20.91721585
4322541,Vale Real,45.085,6058,6213,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,10,0,0,1200,300,4548,04/05/2024,6058,-937,6058,0,100
4322558,Vanini,64.905,2004,2047,,,,,,,,,,,,,,,
4322608,Venâncio Aires,772.701,68763,70805,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2,19,0,0,23235,391,0,04/05/2024,23647,42317,23647,42317,35.84834152
